NDF v9.6h 11Sep15 rev 12Mar16 run 03/05/2026 20:05:40 Filename: 672f0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 672015.spc                                                                    
str 672015s.str                                                                   
file 672024R1.odf                                                                  
geo 672015g.geo                                                                   
 channel data fit
    1  0.33200E+03  0.80863E+04
    2  0.12600E+03  0.85009E+04
    3  0.16000E+03  0.89096E+04
    4  0.10200E+03  0.92988E+04
    5  0.15000E+03  0.96655E+04
    6  0.73000E+02  0.10014E+05
    7  0.76000E+02  0.10337E+05
    8  0.58000E+02  0.10635E+05
    9  0.12900E+03  0.10905E+05
   10  0.10000E+03  0.11148E+05
   11  0.94000E+02  0.11362E+05
   12  0.83000E+02  0.11549E+05
   13  0.73000E+02  0.11709E+05
   14  0.67000E+02  0.11842E+05
   15  0.57000E+02  0.11950E+05
   16  0.40000E+02  0.12034E+05
   17  0.16000E+03  0.12097E+05
   18  0.94000E+02  0.12140E+05
   19  0.12100E+03  0.12167E+05
   20  0.77000E+02  0.12178E+05
   21  0.74000E+02  0.12176E+05
   22  0.56000E+02  0.12162E+05
   23  0.59000E+02  0.12138E+05
   24  0.52000E+02  0.12105E+05
   25  0.88000E+02  0.12065E+05
   26  0.67000E+02  0.12019E+05
   27  0.72000E+02  0.11968E+05
   28  0.63000E+02  0.11914E+05
   29  0.68000E+02  0.11857E+05
   30  0.40000E+02  0.11799E+05
   31  0.36000E+02  0.11738E+05
   32  0.29000E+02  0.11675E+05
   33  0.18900E+03  0.11612E+05
   34  0.86000E+02  0.11548E+05
   35  0.11700E+03  0.11485E+05
   36  0.82000E+02  0.11423E+05
   37  0.95000E+02  0.11362E+05
   38  0.43000E+02  0.11300E+05
   39  0.51000E+02  0.11239E+05
   40  0.41000E+02  0.11178E+05
   41  0.10700E+03  0.11118E+05
   42  0.83000E+02  0.11059E+05
   43  0.86000E+02  0.11000E+05
   44  0.67000E+02  0.10943E+05
   45  0.59000E+02  0.10887E+05
   46  0.51000E+02  0.10832E+05
   47  0.45000E+02  0.10777E+05
   48  0.34000E+02  0.10723E+05
   49  0.11600E+03  0.10670E+05
   50  0.68000E+02  0.10618E+05
   51  0.83000E+02  0.10567E+05
   52  0.57000E+02  0.10517E+05
   53  0.70000E+02  0.10468E+05
   54  0.38000E+02  0.10421E+05
   55  0.44000E+02  0.10345E+05
   56  0.59000E+02  0.10242E+05
   57  0.14500E+03  0.10139E+05
   58  0.39960E+04  0.10038E+05
   59  0.95690E+04  0.99523E+04
   60  0.91500E+04  0.98828E+04
   61  0.89560E+04  0.98143E+04
   62  0.89200E+04  0.97469E+04
