NDF v9.6h 11Sep15 rev 12Mar16 run 21/02/2026 16:28:02 Filename: 671f0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671130.spc                                                                    
str 671130s.str                                                                   
file 672015R1.odf                                                                  
geo 671130g.geo                                                                   
 channel data fit
    1  0.86000E+02  0.13023E+04
    2  0.37000E+02  0.13856E+04
    3  0.32000E+02  0.14671E+04
    4  0.18000E+02  0.15456E+04
    5  0.21000E+02  0.16205E+04
    6  0.12000E+02  0.16914E+04
    7  0.15000E+02  0.17578E+04
    8  0.15000E+02  0.18192E+04
    9  0.25000E+02  0.18753E+04
   10  0.20000E+02  0.19259E+04
   11  0.19000E+02  0.19710E+04
   12  0.18000E+02  0.20104E+04
   13  0.19000E+02  0.20442E+04
   14  0.15000E+02  0.20727E+04
   15  0.90000E+01  0.20961E+04
   16  0.10000E+02  0.21146E+04
   17  0.32000E+02  0.21286E+04
   18  0.12000E+02  0.21384E+04
   19  0.23000E+02  0.21446E+04
   20  0.10000E+02  0.21474E+04
   21  0.12000E+02  0.21473E+04
   22  0.12000E+02  0.21448E+04
   23  0.16000E+02  0.21400E+04
   24  0.10000E+02  0.21335E+04
   25  0.18000E+02  0.21256E+04
   26  0.10000E+02  0.21165E+04
   27  0.22000E+02  0.21065E+04
   28  0.14000E+02  0.20959E+04
   29  0.80000E+01  0.20849E+04
   30  0.60000E+01  0.20736E+04
   31  0.10000E+02  0.20622E+04
   32  0.40000E+01  0.20508E+04
   33  0.48000E+02  0.20394E+04
   34  0.22000E+02  0.20283E+04
   35  0.22000E+02  0.20175E+04
   36  0.16000E+02  0.20070E+04
   37  0.17000E+02  0.19969E+04
   38  0.17000E+02  0.19871E+04
   39  0.15000E+02  0.19776E+04
   40  0.70000E+01  0.19686E+04
   41  0.24000E+02  0.19599E+04
   42  0.18000E+02  0.19516E+04
   43  0.16000E+02  0.19437E+04
   44  0.19000E+02  0.19362E+04
   45  0.22000E+02  0.19290E+04
   46  0.80000E+01  0.19222E+04
   47  0.14000E+02  0.19157E+04
   48  0.40000E+01  0.19096E+04
   49  0.25000E+02  0.19037E+04
   50  0.21000E+02  0.18982E+04
   51  0.13000E+02  0.18929E+04
   52  0.60000E+01  0.18879E+04
   53  0.15000E+02  0.18832E+04
   54  0.80000E+01  0.18787E+04
   55  0.12000E+02  0.18716E+04
   56  0.20000E+02  0.18619E+04
   57  0.32000E+02  0.18524E+04
   58  0.12930E+04  0.18432E+04
   59  0.42440E+04  0.18359E+04
   60  0.40690E+04  0.18306E+04
   61  0.36710E+04  0.18255E+04
   62  0.35330E+04  0.18205E+04
   63  0.34260E+04  0.18176E+04
   64  0.32860E+04  0.18166E+04
   65  0.32160E+04  0.18158E+04
   66  0.30370E+04  0.18151E+04
   67  0.30280E+04  0.18143E+04
   68  0.30360E+04  0.18132E+04
   69  0.33310E+04  0.18123E+04
   70  0.31350E+04  0.18114E+04
   71  0.27730E+04  0.18109E+04
   72  0.23040E+04  0.18106E+04
   73  0.23300E+04  0.18105E+04
   74  0.24730E+04  0.18104E+04
   75  0.25490E+04  0.18098E+04
   76  0.25900E+04  0.18087E+04
   77  0.27860E+04  0.18076E+04
   78  0.26270E+04  0.18067E+04
   79  0.25380E+04  0.18064E+04
   80  0.23350E+04  0.18068E+04
   81  0.22690E+04  0.18073E+04
   82  0.21670E+04  0.18078E+04
   83  0.21350E+04  0.18080E+04
   84  0.21170E+04  0.18077E+04
   85  0.21390E+04  0.18075E+04
   86  0.20790E+04  0.18074E+04
   87  0.21580E+04  0.18076E+04
   88  0.21190E+04  0.18079E+04
   89  0.20020E+04  0.18084E+04
   90  0.19270E+04  0.18089E+04
   91  0.19580E+04  0.18093E+04
   92  0.18790E+04  0.18098E+04
   93  0.18750E+04  0.18104E+04
   94  0.17720E+04  0.18109E+04
   95  0.18230E+04  0.18114E+04
   96  0.18290E+04  0.18117E+04
   97  0.18260E+04  0.18121E+04
   98  0.18940E+04  0.18126E+04
   99  0.18640E+04  0.18132E+04
  100  0.18000E+04  0.18140E+04
  101  0.18070E+04  0.18149E+04
  102  0.17350E+04  0.18158E+04
  103  0.17480E+04  0.18166E+04
  104  0.17570E+04  0.18173E+04
  105  0.17210E+04  0.18181E+04
  106  0.16950E+04  0.18189E+04
  107  0.18380E+04  0.18197E+04
  108  0.18040E+04  0.18204E+04
  109  0.17540E+04  0.18212E+04
  110  0.18110E+04  0.18220E+04
  111  0.18580E+04  0.18229E+04
  112  0.17840E+04  0.18239E+04
  113  0.18640E+04  0.18249E+04
  114  0.18100E+04  0.18260E+04
  115  0.18360E+04  0.18271E+04
  116  0.17350E+04  0.18283E+04
  117  0.18450E+04  0.18295E+04
  118  0.17400E+04  0.18307E+04
  119  0.17840E+04  0.18319E+04
  120  0.18070E+04  0.18331E+04
  121  0.17610E+04  0.18344E+04
  122  0.17750E+04  0.18356E+04
  123  0.18440E+04  0.18369E+04
  124  0.17970E+04  0.18383E+04
  125  0.17900E+04  0.18396E+04
  126  0.16880E+04  0.18410E+04
  127  0.17840E+04  0.18423E+04
  128  0.17970E+04  0.18435E+04
  129  0.18440E+04  0.18448E+04
  130  0.17440E+04  0.18460E+04
  131  0.18360E+04  0.18473E+04
  132  0.17610E+04  0.18486E+04
  133  0.17810E+04  0.18499E+04
  134  0.17650E+04  0.18511E+04
  135  0.18860E+04  0.18524E+04
  136  0.18140E+04  0.18537E+04
  137  0.18870E+04  0.18550E+04
  138  0.18820E+04  0.18563E+04
  139  0.18160E+04  0.18577E+04
  140  0.18320E+04  0.18593E+04
  141  0.18210E+04  0.18608E+04
  142  0.17900E+04  0.18623E+04
  143  0.17820E+04  0.18637E+04
