NDF v9.6h 11Sep15 rev 12Mar16 run 13/05/2026 16:37:05 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671132.spc                                                                    
str 671132s.str                                                                   
file 671132R1.odf                                                                  
geo 671132g.geo                                                                   
elements 17
 Ca    O     C     Na    Mg    Al    Fe    Sr    Si    Cl    K     Ti    V     Mn    Ni    Cu    Zn   
 channel elements... background
     1  0.38373E+03  0.32676E+01  0.32860E+01  0.78425E+01  0.16862E+02  0.28696E+02  0.00000E+00  0.00000E+00  0.24039E-02  0.36009E-02  0.47622E-02  0.64072E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.10834E-01  0.11906E-01  0.57170E+01
     2  0.39800E+03  0.34189E+01  0.34996E+01  0.81839E+01  0.17551E+02  0.29836E+02  0.00000E+00  0.00000E+00  0.24985E-02  0.37406E-02  0.49414E-02  0.66465E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.11239E-01  0.12339E-01  0.57516E+01
     3  0.41235E+03  0.35713E+01  0.37279E+01  0.85285E+01  0.18245E+02  0.30983E+02  0.00000E+00  0.00000E+00  0.25936E-02  0.38814E-02  0.51218E-02  0.68878E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.11647E-01  0.12776E-01  0.66831E+01
     4  0.42678E+03  0.37244E+01  0.39741E+01  0.88756E+01  0.18943E+02  0.32136E+02  0.00000E+00  0.00000E+00  0.26891E-02  0.40231E-02  0.53032E-02  0.71306E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.12059E-01  0.13216E-01  0.71672E+01
     5  0.44127E+03  0.38778E+01  0.42417E+01  0.92246E+01  0.19642E+02  0.33292E+02  0.00000E+00  0.00000E+00  0.27848E-02  0.41655E-02  0.54854E-02  0.73746E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.12474E-01  0.13658E-01  0.71997E+01
     6  0.45579E+03  0.40312E+01  0.45354E+01  0.95750E+01  0.20343E+02  0.34449E+02  0.00000E+00  0.00000E+00  0.28806E-02  0.43083E-02  0.56680E-02  0.76196E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.12891E-01  0.14102E-01  0.76696E+01
     7  0.47032E+03  0.41842E+01  0.48607E+01  0.99260E+01  0.21043E+02  0.35607E+02  0.00000E+00  0.00000E+00  0.29764E-02  0.44515E-02  0.58509E-02  0.78652E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.13309E-01  0.14548E-01  0.81150E+01
     8  0.48484E+03  0.43366E+01  0.52247E+01  0.10277E+02  0.21742E+02  0.36762E+02  0.00000E+00  0.00000E+00  0.30720E-02  0.45948E-02  0.60338E-02  0.81111E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.13729E-01  0.14994E-01  0.85323E+01
     9  0.49934E+03  0.44879E+01  0.56356E+01  0.10628E+02  0.22438E+02  0.37913E+02  0.00000E+00  0.00000E+00  0.31672E-02  0.47380E-02  0.62164E-02  0.83570E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.14150E-01  0.15441E-01  0.89291E+01
    10  0.51380E+03  0.46379E+01  0.61032E+01  0.10977E+02  0.23131E+02  0.39059E+02  0.00000E+00  0.00000E+00  0.32620E-02  0.48808E-02  0.63985E-02  0.86026E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.14570E-01  0.15887E-01  0.93022E+01
    11  0.52820E+03  0.47864E+01  0.66389E+01  0.11325E+02  0.23818E+02  0.40197E+02  0.00000E+00  0.00000E+00  0.33561E-02  0.50232E-02  0.65798E-02  0.88476E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.14991E-01  0.16333E-01  0.96999E+01
    12  0.54252E+03  0.49330E+01  0.72568E+01  0.11670E+02  0.24501E+02  0.41327E+02  0.00000E+00  0.00000E+00  0.34494E-02  0.51650E-02  0.67602E-02  0.90916E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.15410E-01  0.16778E-01  0.10120E+02
    13  0.55674E+03  0.50774E+01  0.79724E+01  0.12013E+02  0.25176E+02  0.42446E+02  0.00000E+00  0.00000E+00  0.35418E-02  0.53058E-02  0.69395E-02  0.93345E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.15829E-01  0.17221E-01  0.10510E+02
    14  0.57085E+03  0.52196E+01  0.88042E+01  0.12352E+02  0.25844E+02  0.43554E+02  0.00000E+00  0.00000E+00  0.36332E-02  0.54457E-02  0.71173E-02  0.95760E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.16245E-01  0.17661E-01  0.10870E+02
    15  0.58484E+03  0.53592E+01  0.97727E+01  0.12688E+02  0.26504E+02  0.44648E+02  0.00000E+00  0.00000E+00  0.37235E-02  0.55844E-02  0.72936E-02  0.98157E-02  0.00000E+00  0.00000E+00  0.00000E+00  0.16660E-01  0.18099E-01  0.11130E+02
    16  0.59868E+03  0.54961E+01  0.10902E+02  0.13019E+02  0.27154E+02  0.45728E+02  0.00000E+00  0.00000E+00  0.38126E-02  0.57217E-02  0.74681E-02  0.10053E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.17072E-01  0.18535E-01  0.11292E+02
    17  0.61237E+03  0.56300E+01  0.12218E+02  0.13345E+02  0.27795E+02  0.46793E+02  0.00000E+00  0.00000E+00  0.39003E-02  0.58577E-02  0.76407E-02  0.10289E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.17481E-01  0.18966E-01  0.11422E+02
    18  0.62590E+03  0.57610E+01  0.13750E+02  0.13667E+02  0.28425E+02  0.47842E+02  0.00000E+00  0.00000E+00  0.39866E-02  0.59920E-02  0.78113E-02  0.10522E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.17886E-01  0.19394E-01  0.11523E+02
    19  0.63924E+03  0.58888E+01  0.15532E+02  0.13983E+02  0.29044E+02  0.48873E+02  0.00000E+00  0.00000E+00  0.40714E-02  0.61245E-02  0.79795E-02  0.10753E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.18288E-01  0.19818E-01  0.11590E+02
    20  0.65240E+03  0.60135E+01  0.17599E+02  0.14294E+02  0.29651E+02  0.49886E+02  0.00000E+00  0.00000E+00  0.41547E-02  0.62553E-02  0.81455E-02  0.10980E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.18686E-01  0.20237E-01  0.11623E+02
