           0
 T
          61
 F
           4
  2.0000000E-07
  0.0000000E+00
   1.900000    
  0.2000000    
   1.200000    
           2
   1000.000    
  0.0000000E+00
 F
  0.0000000E+00
   45.00000    
        1024
  0.0000000E+00   3.517200       95.18100    
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4500000E+02  0.4500000E+02
 -0.2704345E+03  0.0000000E+00 -0.2704345E+03  0.2844345E+03  0.2844345E+03
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2500000E+02  0.2500000E+02
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8000000E+01  0.8000000E+01
 -0.2704345E+03  0.0000000E+00 -0.2704345E+03  0.2894345E+03  0.2894345E+03
 -0.2704345E+03  0.0000000E+00 -0.2704345E+03  0.2744345E+03  0.2744345E+03
 -0.2630479E+03  0.0000000E+00 -0.2687021E+03  0.2720479E+03  0.2720479E+03
 -0.2482748E+03  0.0000000E+00 -0.2652372E+03  0.2522748E+03  0.2522748E+03
 -0.2335016E+03  0.4523303E+02 -0.2617723E+03  0.2495016E+03  0.2495016E+03
 -0.2187285E+03  0.4523303E+02 -0.2583074E+03  0.2317285E+03  0.2317285E+03
 -0.2061050E+03  0.4871495E+02 -0.2548199E+03  0.2191050E+03  0.2191050E+03
 -0.1956311E+03  0.5567881E+02 -0.2513099E+03  0.2026311E+03  0.2026311E+03
 -0.1851572E+03  0.6264267E+02 -0.2477999E+03  0.1941572E+03  0.1941572E+03
 -0.1746833E+03  0.6960652E+02 -0.2442899E+03  0.1766833E+03  0.1766833E+03
 -0.1653519E+03  0.7541101E+02 -0.2407629E+03  0.1673519E+03  0.1673519E+03
 -0.1571627E+03  0.8005614E+02 -0.2372189E+03  0.1611627E+03  0.1611627E+03
 -0.1489736E+03  0.8470127E+02 -0.2336749E+03  0.1619736E+03  0.1619736E+03
 -0.1407845E+03  0.8934641E+02 -0.2301310E+03  0.1557845E+03  0.1557845E+03
 -0.1333228E+03  0.9325222E+02 -0.2265750E+03  0.1433228E+03  0.1433228E+03
 -0.1265885E+03  0.9641872E+02 -0.2230072E+03  0.1315885E+03  0.1315885E+03
 -0.1198541E+03  0.9958521E+02 -0.2194394E+03  0.1328542E+03  0.1328542E+03
 -0.1131198E+03  0.1027517E+03 -0.2158715E+03  0.1261198E+03  0.1261198E+03
 -0.1068388E+03  0.1054553E+03 -0.2122941E+03  0.1188388E+03  0.1188388E+03
 -0.1010112E+03  0.1076959E+03 -0.2087070E+03  0.1070112E+03  0.1070112E+03
 -0.9518356E+02  0.1099364E+03 -0.2051200E+03  0.1101836E+03  0.1101836E+03
 -0.8935592E+02  0.1121770E+03 -0.2015330E+03  0.9835592E+02  0.9835592E+02
 -0.8383059E+02  0.1141076E+03 -0.1979382E+03  0.9483059E+02  0.9483059E+02
 -0.7860757E+02  0.1157282E+03 -0.1943358E+03  0.8860757E+02  0.8860757E+02
 -0.7338454E+02  0.1173488E+03 -0.1907333E+03  0.8138454E+02  0.8138454E+02
 -0.6816151E+02  0.1189693E+03 -0.1871308E+03  0.7016151E+02  0.7016151E+02
 -0.6313373E+02  0.1203905E+03 -0.1835242E+03  0.7113373E+02  0.7113373E+02
 -0.5830119E+02  0.1216123E+03 -0.1799135E+03  0.6130119E+02  0.6130119E+02
 -0.5346864E+02  0.1228341E+03 -0.1763028E+03  0.7446864E+02  0.7446864E+02
 -0.4863610E+02  0.1240559E+03 -0.1726920E+03  0.5563610E+02  0.5563610E+02
 -0.4381008E+02  0.1252647E+03 -0.1690748E+03  0.4881008E+02  0.4881008E+02
 -0.3899059E+02  0.1264605E+03 -0.1654511E+03  0.4499059E+02  0.4499059E+02
 -0.3417111E+02  0.1276562E+03 -0.1618273E+03  0.4017111E+02  0.4017111E+02
 -0.2935162E+02  0.1288520E+03 -0.1582036E+03  0.3535162E+02  0.3535162E+02
 -0.2484410E+02  0.1297317E+03 -0.1545758E+03  0.3084410E+02  0.3084410E+02
 -0.2064853E+02  0.1302955E+03 -0.1509440E+03  0.2264853E+02  0.2264853E+02
 -0.1645297E+02  0.1308592E+03 -0.1473122E+03  0.2345297E+02  0.2345297E+02
 -0.1225740E+02  0.1314230E+03 -0.1436804E+03  0.2325740E+02  0.2325740E+02
 -0.1015962E+02  0.1317241E+03 -0.1400450E+03  0.2015962E+02  0.2015962E+02
 -0.1015962E+02  0.1317625E+03 -0.1364061E+03  0.1915962E+02  0.1915962E+02
  0.4549826E+01  0.1318010E+03 -0.1327672E+03  0.1450174E+01  0.1450174E+01
  0.4549826E+01  0.1318394E+03 -0.1291283E+03 -0.5498257E+00  0.0000000E+00
  0.6169681E+01  0.1316557E+03 -0.1254860E+03 -0.1169681E+01  0.0000000E+00
  0.9409390E+01  0.1312497E+03 -0.1218404E+03 -0.3409390E+01  0.0000000E+00
  0.1264910E+02  0.1308438E+03 -0.1181947E+03  0.1350900E+01  0.1350900E+01
