NDF v9.6h 11Sep15 rev 12Mar16 run 19/07/2026 19:14:01 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671120.spc                                                                    
str 671120s.str                                                                   
file 671120R1.odf                                                                  
geo 671120g.geo                                                                   
elements 14
 S     Cl    Ca    Ti    Mn    Fe    Ni    Cu    16O   Sr    C     Zn    Ce    Pr   
 channel elements... background
     1  0.73428E-01  0.98523E-01  0.15094E+03  0.50034E-01  0.11362E+00  0.50916E+01  0.50989E-01  0.10980E-01  0.20950E+03  0.32833E+00  0.82070E+02  0.10583E+02  0.37674E-01  0.38766E-01  0.17618E+03
     2  0.76343E-01  0.10241E+00  0.15677E+03  0.51932E-01  0.11799E+00  0.52829E+01  0.52914E-01  0.11391E-01  0.21953E+03  0.34028E+00  0.86454E+02  0.10971E+02  0.38983E-01  0.40122E-01  0.18499E+03
     3  0.79275E-01  0.10633E+00  0.16264E+03  0.53843E-01  0.12240E+00  0.54755E+01  0.54854E-01  0.11804E-01  0.22962E+03  0.35233E+00  0.90863E+02  0.11361E+02  0.40300E-01  0.41485E-01  0.19455E+03
     4  0.82218E-01  0.11026E+00  0.16854E+03  0.55763E-01  0.12683E+00  0.56692E+01  0.56804E-01  0.12220E-01  0.23975E+03  0.36443E+00  0.95282E+02  0.11754E+02  0.41624E-01  0.42855E-01  0.20333E+03
     5  0.85167E-01  0.11421E+00  0.17445E+03  0.57689E-01  0.13129E+00  0.58635E+01  0.58763E-01  0.12638E-01  0.24989E+03  0.37660E+00  0.99698E+02  0.12147E+02  0.42951E-01  0.44231E-01  0.21126E+03
     6  0.88118E-01  0.11816E+00  0.18038E+03  0.59620E-01  0.13576E+00  0.60584E+01  0.60728E-01  0.13057E-01  0.26002E+03  0.38879E+00  0.10410E+03  0.12542E+02  0.44282E-01  0.45609E-01  0.21928E+03
     7  0.91066E-01  0.12211E+00  0.18630E+03  0.61550E-01  0.14024E+00  0.62534E+01  0.62696E-01  0.13477E-01  0.27011E+03  0.40101E+00  0.10846E+03  0.12937E+02  0.45614E-01  0.46990E-01  0.22681E+03
     8  0.94006E-01  0.12606E+00  0.19221E+03  0.63479E-01  0.14473E+00  0.64484E+01  0.64664E-01  0.13896E-01  0.28015E+03  0.41323E+00  0.11278E+03  0.13331E+02  0.46946E-01  0.48370E-01  0.23383E+03
     9  0.96933E-01  0.13000E+00  0.19811E+03  0.65404E-01  0.14921E+00  0.66431E+01  0.66629E-01  0.14316E-01  0.29010E+03  0.42545E+00  0.11705E+03  0.13725E+02  0.48276E-01  0.49749E-01  0.24029E+03
    10  0.99843E-01  0.13391E+00  0.20398E+03  0.67321E-01  0.15368E+00  0.68371E+01  0.68590E-01  0.14734E-01  0.29995E+03  0.43764E+00  0.12124E+03  0.14118E+02  0.49603E-01  0.51125E-01  0.24617E+03
    11  0.10273E+00  0.13780E+00  0.20981E+03  0.69228E-01  0.15814E+00  0.70304E+01  0.70543E-01  0.15150E-01  0.30967E+03  0.44979E+00  0.12536E+03  0.14509E+02  0.50926E-01  0.52496E-01  0.25150E+03
    12  0.10559E+00  0.14167E+00  0.21560E+03  0.71124E-01  0.16257E+00  0.72225E+01  0.72487E-01  0.15565E-01  0.31926E+03  0.46188E+00  0.12939E+03  0.14897E+02  0.52242E-01  0.53861E-01  0.25626E+03
    13  0.10843E+00  0.14550E+00  0.22135E+03  0.73004E-01  0.16698E+00  0.74134E+01  0.74418E-01  0.15977E-01  0.32868E+03  0.47391E+00  0.13332E+03  0.15283E+02  0.53550E-01  0.55218E-01  0.26039E+03
    14  0.11123E+00  0.14929E+00  0.22703E+03  0.74869E-01  0.17136E+00  0.76027E+01  0.76335E-01  0.16386E-01  0.33792E+03  0.48586E+00  0.13715E+03  0.15666E+02  0.54850E-01  0.56567E-01  0.26389E+03
    15  0.11399E+00  0.15304E+00  0.23265E+03  0.76714E-01  0.17570E+00  0.77903E+01  0.78235E-01  0.16792E-01  0.34698E+03  0.49772E+00  0.14086E+03  0.16046E+02  0.56140E-01  0.57905E-01  0.26669E+03
    16  0.11672E+00  0.15674E+00  0.23821E+03  0.78539E-01  0.18000E+00  0.79760E+01  0.80116E-01  0.17194E-01  0.35584E+03  0.50948E+00  0.14446E+03  0.16422E+02  0.57419E-01  0.59232E-01  0.26879E+03
    17  0.11940E+00  0.16039E+00  0.24369E+03  0.80341E-01  0.18425E+00  0.81596E+01  0.81977E-01  0.17591E-01  0.36448E+03  0.52112E+00  0.14794E+03  0.16793E+02  0.58685E-01  0.60546E-01  0.27031E+03
    18  0.12204E+00  0.16399E+00  0.24909E+03  0.82119E-01  0.18846E+00  0.83409E+01  0.83816E-01  0.17984E-01  0.37290E+03  0.53263E+00  0.15129E+03  0.17160E+02  0.59938E-01  0.61847E-01  0.27126E+03
    19  0.12463E+00  0.16752E+00  0.25440E+03  0.83871E-01  0.19261E+00  0.85198E+01  0.85631E-01  0.18372E-01  0.38110E+03  0.54401E+00  0.15452E+03  0.17522E+02  0.61177E-01  0.63133E-01  0.27169E+03
    20  0.12718E+00  0.17100E+00  0.25963E+03  0.85596E-01  0.19670E+00  0.86961E+01  0.87421E-01  0.18755E-01  0.38906E+03  0.55525E+00  0.15762E+03  0.17879E+02  0.62401E-01  0.64403E-01  0.27165E+03
    21  0.12967E+00  0.17442E+00  0.26476E+03  0.87293E-01  0.20073E+00  0.88697E+01  0.89184E-01  0.19132E-01  0.39679E+03  0.56634E+00  0.16060E+03  0.18231E+02  0.63609E-01  0.65657E-01  0.27115E+03
    22  0.13211E+00  0.17777E+00  0.26980E+03  0.88961E-01  0.20470E+00  0.90405E+01  0.90920E-01  0.19503E-01  0.40428E+03  0.57726E+00  0.16346E+03  0.18577E+02  0.64800E-01  0.66893E-01  0.27023E+03
    23  0.13450E+00  0.18105E+00  0.27474E+03  0.90598E-01  0.20860E+00  0.92083E+01  0.92626E-01  0.19869E-01  0.41153E+03  0.58803E+00  0.16619E+03  0.18917E+02  0.65974E-01  0.68112E-01  0.26900E+03
    24  0.13683E+00  0.18427E+00  0.27958E+03  0.92205E-01  0.21243E+00  0.93732E+01  0.94303E-01  0.20228E-01  0.41855E+03  0.59862E+00  0.16881E+03  0.19252E+02  0.67130E-01  0.69311E-01  0.26749E+03
    25  0.13911E+00  0.18741E+00  0.28432E+03  0.93780E-01  0.21619E+00  0.95351E+01  0.95949E-01  0.20580E-01  0.42533E+03  0.60903E+00  0.17131E+03  0.19580E+02  0.68267E-01  0.70492E-01  0.26570E+03
    26  0.14133E+00  0.19049E+00  0.28895E+03  0.95323E-01  0.21989E+00  0.96938E+01  0.97565E-01  0.20926E-01  0.43188E+03  0.61927E+00  0.17370E+03  0.19903E+02  0.69386E-01  0.71654E-01  0.26368E+03
    27  0.14350E+00  0.19350E+00  0.29349E+03  0.96833E-01  0.22350E+00  0.98493E+01  0.99148E-01  0.21266E-01  0.43822E+03  0.62932E+00  0.17598E+03  0.20219E+02  0.70486E-01  0.72795E-01  0.26145E+03
    28  0.14562E+00  0.19643E+00  0.29791E+03  0.98311E-01  0.22705E+00  0.10002E+02  0.10070E+00  0.21598E-01  0.44433E+03  0.63919E+00  0.17816E+03  0.20528E+02  0.71567E-01  0.73917E-01  0.25905E+03
    29  0.14768E+00  0.19930E+00  0.30224E+03  0.99757E-01  0.23052E+00  0.10151E+02  0.10222E+00  0.21924E-01  0.45023E+03  0.64887E+00  0.18024E+03  0.20832E+02  0.72627E-01  0.75018E-01  0.25654E+03
    30  0.14969E+00  0.20209E+00  0.30646E+03  0.10117E+00  0.23392E+00  0.10297E+02  0.10371E+00  0.22243E-01  0.45593E+03  0.65836E+00  0.18224E+03  0.21129E+02  0.73669E-01  0.76098E-01  0.25395E+03
    31  0.15165E+00  0.20482E+00  0.31058E+03  0.10255E+00  0.23724E+00  0.10439E+02  0.10516E+00  0.22556E-01  0.46144E+03  0.66767E+00  0.18415E+03  0.21420E+02  0.74690E-01  0.77158E-01  0.25131E+03
    32  0.15355E+00  0.20748E+00  0.31459E+03  0.10390E+00  0.24048E+00  0.10579E+02  0.10659E+00  0.22861E-01  0.46675E+03  0.67678E+00  0.18597E+03  0.21704E+02  0.75692E-01  0.78198E-01  0.24864E+03
    33  0.15540E+00  0.21007E+00  0.31851E+03  0.10521E+00  0.24366E+00  0.10715E+02  0.10798E+00  0.23160E-01  0.47189E+03  0.68570E+00  0.18773E+03  0.21982E+02  0.76674E-01  0.79216E-01  0.24598E+03
    34  0.15720E+00  0.21260E+00  0.32233E+03  0.10650E+00  0.24675E+00  0.10849E+02  0.10934E+00  0.23452E-01  0.47686E+03  0.69444E+00  0.18941E+03  0.22254E+02  0.77636E-01  0.80215E-01  0.24336E+03
    35  0.15896E+00  0.21506E+00  0.32605E+03  0.10775E+00  0.24978E+00  0.10979E+02  0.11066E+00  0.23737E-01  0.48168E+03  0.70299E+00  0.19104E+03  0.22520E+02  0.78579E-01  0.81193E-01  0.24085E+03
    36  0.16067E+00  0.21746E+00  0.32967E+03  0.10898E+00  0.25274E+00  0.11106E+02  0.11196E+00  0.24016E-01  0.48634E+03  0.71136E+00  0.19260E+03  0.22780E+02  0.79503E-01  0.82151E-01  0.23847E+03
    37  0.16233E+00  0.21979E+00  0.33321E+03  0.11017E+00  0.25562E+00  0.11230E+02  0.11323E+00  0.24288E-01  0.49086E+03  0.71954E+00  0.19411E+03  0.23034E+02  0.80408E-01  0.83090E-01  0.23617E+03
    38  0.16395E+00  0.22207E+00  0.33665E+03  0.11134E+00  0.25843E+00  0.11351E+02  0.11447E+00  0.24554E-01  0.49525E+03  0.72755E+00  0.19557E+03  0.23282E+02  0.81294E-01  0.84009E-01  0.23398E+03
    39  0.16552E+00  0.22429E+00  0.34001E+03  0.11248E+00  0.26118E+00  0.11470E+02  0.11568E+00  0.24814E-01  0.49951E+03  0.73538E+00  0.19698E+03  0.23525E+02  0.82161E-01  0.84909E-01  0.23183E+03
    40  0.16706E+00  0.22645E+00  0.34328E+03  0.11359E+00  0.26386E+00  0.11585E+02  0.11686E+00  0.25067E-01  0.50367E+03  0.74303E+00  0.19836E+03  0.23762E+02  0.83010E-01  0.85790E-01  0.22975E+03
    41  0.16855E+00  0.22856E+00  0.34648E+03  0.11467E+00  0.26648E+00  0.11698E+02  0.11801E+00  0.25315E-01  0.50771E+03  0.75052E+00  0.19969E+03  0.23993E+02  0.83842E-01  0.86652E-01  0.22778E+03
    42  0.17001E+00  0.23062E+00  0.34959E+03  0.11573E+00  0.26903E+00  0.11808E+02  0.11914E+00  0.25557E-01  0.51166E+03  0.75785E+00  0.20099E+03  0.24220E+02  0.84656E-01  0.87497E-01  0.22592E+03
    43  0.17143E+00  0.23263E+00  0.35263E+03  0.11676E+00  0.27153E+00  0.11916E+02  0.12024E+00  0.25794E-01  0.51552E+03  0.76501E+00  0.20226E+03  0.24441E+02  0.85453E-01  0.88324E-01  0.22423E+03
    44  0.17281E+00  0.23459E+00  0.35559E+03  0.11777E+00  0.27396E+00  0.12021E+02  0.12132E+00  0.26025E-01  0.51929E+03  0.77202E+00  0.20350E+03  0.24657E+02  0.86234E-01  0.89134E-01  0.22270E+03
    45  0.17417E+00  0.23650E+00  0.35849E+03  0.11876E+00  0.27634E+00  0.12124E+02  0.12237E+00  0.26250E-01  0.52299E+03  0.77887E+00  0.20472E+03  0.24869E+02  0.86998E-01  0.89927E-01  0.22128E+03
    46  0.17549E+00  0.23837E+00  0.36131E+03  0.11972E+00  0.27867E+00  0.12225E+02  0.12340E+00  0.26471E-01  0.52661E+03  0.78558E+00  0.20591E+03  0.25076E+02  0.87746E-01  0.90704E-01  0.21996E+03
    47  0.17678E+00  0.24020E+00  0.36408E+03  0.12066E+00  0.28094E+00  0.12323E+02  0.12440E+00  0.26687E-01  0.53018E+03  0.79214E+00  0.20708E+03  0.25278E+02  0.88480E-01  0.91465E-01  0.21870E+03
    48  0.17805E+00  0.24199E+00  0.36678E+03  0.12158E+00  0.28316E+00  0.12419E+02  0.12538E+00  0.26898E-01  0.53368E+03  0.79857E+00  0.20823E+03  0.25476E+02  0.89198E-01  0.92211E-01  0.21749E+03
    49  0.17928E+00  0.24374E+00  0.36942E+03  0.12249E+00  0.28533E+00  0.12513E+02  0.12635E+00  0.27104E-01  0.53713E+03  0.80486E+00  0.20936E+03  0.25670E+02  0.89902E-01  0.92942E-01  0.21637E+03
    50  0.18049E+00  0.24545E+00  0.37200E+03  0.12337E+00  0.28745E+00  0.12605E+02  0.12729E+00  0.27306E-01  0.54052E+03  0.81102E+00  0.21047E+03  0.25860E+02  0.90592E-01  0.93659E-01  0.21532E+03
    51  0.18168E+00  0.24713E+00  0.37454E+03  0.12423E+00  0.28953E+00  0.12695E+02  0.12821E+00  0.27504E-01  0.54388E+03  0.81706E+00  0.21156E+03  0.26047E+02  0.91269E-01  0.94362E-01  0.21437E+03
    52  0.18284E+00  0.24877E+00  0.37702E+03  0.12508E+00  0.29157E+00  0.12783E+02  0.12912E+00  0.27698E-01  0.54719E+03  0.82297E+00  0.21263E+03  0.26229E+02  0.91932E-01  0.95052E-01  0.21350E+03
    53  0.18398E+00  0.25039E+00  0.37945E+03  0.12591E+00  0.29356E+00  0.12870E+02  0.13000E+00  0.27888E-01  0.55046E+03  0.82877E+00  0.21370E+03  0.26408E+02  0.92583E-01  0.95728E-01  0.21269E+03
    54  0.18510E+00  0.25198E+00  0.38183E+03  0.12673E+00  0.29551E+00  0.12955E+02  0.13087E+00  0.28074E-01  0.55370E+03  0.83445E+00  0.21474E+03  0.26583E+02  0.93221E-01  0.96392E-01  0.21193E+03
    55  0.18620E+00  0.25353E+00  0.38417E+03  0.12753E+00  0.29743E+00  0.13038E+02  0.13172E+00  0.28257E-01  0.55691E+03  0.84003E+00  0.21577E+03  0.26756E+02  0.93848E-01  0.97044E-01  0.20550E+03
    56  0.18728E+00  0.25506E+00  0.38647E+03  0.12831E+00  0.29931E+00  0.13119E+02  0.13256E+00  0.28436E-01  0.56009E+03  0.84550E+00  0.21678E+03  0.26925E+02  0.94463E-01  0.97685E-01  0.19337E+03
    57  0.18834E+00  0.25657E+00  0.38873E+03  0.12908E+00  0.30116E+00  0.13199E+02  0.13338E+00  0.28612E-01  0.56324E+03  0.85086E+00  0.21778E+03  0.27091E+02  0.95067E-01  0.98313E-01  0.18128E+03
    58  0.18939E+00  0.25805E+00  0.39095E+03  0.12984E+00  0.30297E+00  0.13278E+02  0.13419E+00  0.28785E-01  0.56637E+03  0.85614E+00  0.21877E+03  0.27254E+02  0.95660E-01  0.98932E-01  0.16923E+03
    59  0.19042E+00  0.25951E+00  0.39313E+03  0.13059E+00  0.30475E+00  0.13355E+02  0.13498E+00  0.28955E-01  0.56947E+03  0.86131E+00  0.21974E+03  0.27414E+02  0.96243E-01  0.99539E-01  0.16067E+03
    60  0.19143E+00  0.26095E+00  0.39528E+03  0.13132E+00  0.30650E+00  0.13431E+02  0.13576E+00  0.29122E-01  0.57256E+03  0.86640E+00  0.22069E+03  0.27572E+02  0.96817E-01  0.10014E+00  0.15560E+03
    61  0.19243E+00  0.26237E+00  0.39739E+03  0.13204E+00  0.30822E+00  0.13506E+02  0.13652E+00  0.29286E-01  0.57562E+03  0.87140E+00  0.22163E+03  0.27727E+02  0.97380E-01  0.10072E+00  0.15054E+03
    62  0.19341E+00  0.26377E+00  0.39947E+03  0.13275E+00  0.30992E+00  0.13579E+02  0.13728E+00  0.29448E-01  0.57867E+03  0.87631E+00  0.22256E+03  0.27879E+02  0.97935E-01  0.10130E+00  0.14551E+03
    63  0.19439E+00  0.26515E+00  0.40153E+03  0.13345E+00  0.31159E+00  0.13651E+02  0.13802E+00  0.29607E-01  0.58169E+03  0.88115E+00  0.22347E+03  0.28030E+02  0.98481E-01  0.10187E+00  0.14466E+03
    64  0.19535E+00  0.26652E+00  0.40355E+03  0.13414E+00  0.31323E+00  0.13722E+02  0.13875E+00  0.29764E-01  0.58471E+03  0.88590E+00  0.22436E+03  0.28178E+02  0.99018E-01  0.10243E+00  0.14801E+03
    65  0.19629E+00  0.26787E+00  0.40555E+03  0.13482E+00  0.31485E+00  0.13792E+02  0.13947E+00  0.29918E-01  0.58770E+03  0.89058E+00  0.22524E+03  0.28324E+02  0.99547E-01  0.10298E+00  0.15136E+03
    66  0.19723E+00  0.26920E+00  0.40752E+03  0.13549E+00  0.31645E+00  0.13861E+02  0.14018E+00  0.30070E-01  0.59069E+03  0.89519E+00  0.22610E+03  0.28467E+02  0.10007E+00  0.10353E+00  0.15471E+03
    67  0.19815E+00  0.27052E+00  0.40947E+03  0.13615E+00  0.31802E+00  0.13929E+02  0.14087E+00  0.30220E-01  0.59365E+03  0.89973E+00  0.22695E+03  0.28609E+02  0.10058E+00  0.10406E+00  0.15773E+03
    68  0.19907E+00  0.27182E+00  0.41139E+03  0.13680E+00  0.31957E+00  0.13996E+02  0.14156E+00  0.30368E-01  0.59661E+03  0.90420E+00  0.22778E+03  0.28749E+02  0.10109E+00  0.10459E+00  0.16039E+03
    69  0.19997E+00  0.27311E+00  0.41329E+03  0.13745E+00  0.32111E+00  0.14063E+02  0.14224E+00  0.30515E-01  0.59955E+03  0.90861E+00  0.22859E+03  0.28887E+02  0.10159E+00  0.10511E+00  0.16306E+03
    70  0.20087E+00  0.27439E+00  0.41517E+03  0.13808E+00  0.32262E+00  0.14128E+02  0.14291E+00  0.30659E-01  0.60248E+03  0.91296E+00  0.22938E+03  0.29023E+02  0.10208E+00  0.10562E+00  0.16573E+03
    71  0.20175E+00  0.27566E+00  0.41703E+03  0.13871E+00  0.32411E+00  0.14192E+02  0.14357E+00  0.30801E-01  0.60540E+03  0.91724E+00  0.23015E+03  0.29158E+02  0.10256E+00  0.10612E+00  0.16883E+03
    72  0.20263E+00  0.27691E+00  0.41887E+03  0.13933E+00  0.32559E+00  0.14256E+02  0.14422E+00  0.30942E-01  0.60831E+03  0.92147E+00  0.23091E+03  0.29290E+02  0.10304E+00  0.10662E+00  0.17237E+03
    73  0.20350E+00  0.27815E+00  0.42069E+03  0.13995E+00  0.32705E+00  0.14319E+02  0.14486E+00  0.31081E-01  0.61121E+03  0.92565E+00  0.23164E+03  0.29422E+02  0.10352E+00  0.10711E+00  0.17591E+03
    74  0.20436E+00  0.27939E+00  0.42249E+03  0.14056E+00  0.32849E+00  0.14381E+02  0.14550E+00  0.31218E-01  0.61409E+03  0.92977E+00  0.23236E+03  0.29551E+02  0.10398E+00  0.10760E+00  0.17944E+03
    75  0.20522E+00  0.28061E+00  0.42428E+03  0.14116E+00  0.32991E+00  0.14442E+02  0.14613E+00  0.31354E-01  0.61696E+03  0.93384E+00  0.23305E+03  0.29680E+02  0.10444E+00  0.10808E+00  0.18108E+03
    76  0.20606E+00  0.28182E+00  0.42605E+03  0.14175E+00  0.33132E+00  0.14503E+02  0.14675E+00  0.31489E-01  0.61983E+03  0.93786E+00  0.23372E+03  0.29806E+02  0.10490E+00  0.10855E+00  0.18082E+03
