0	0
1	0
680.75	2.43855E-4
778	0.01899
875.25	0.07053
972.5	0.1293
1069.75	0.22792
1167	0.27819
1264.25	0.39851
1361.5	0.55473
1458.75	0.86032
1556	0.94373
1653.25	1.19175
1750.5	1.52547
1847.75	1.85924
1945	2.01212
2042.25	1.89515
2139.5	2.0083
2236.75	2.21464
2334	1.95175
2431.25	2.33966
2500	1.99137
