0	0
1	0
680.75	3.2514E-4
778	0.0116
875.25	0.02989
972.5	0.05389
1069.75	0.07608
1167	0.20651
1264.25	0.21448
1361.5	0.25055
1458.75	0.38867
1556	0.44466
1653.25	0.61998
1750.5	0.92955
1847.75	1.10792
1945	1.07092
2042.25	1.00546
2139.5	1.23126
2236.75	1.39162
2334	1.15789
2431.25	1.2136
2500	0.97759
