0	0
1	0
680.75	0.00351
778	0.01502
875.25	0.0189
972.5	0.05282
1069.75	0.06828
1167	0.15058
1264.25	0.20323
1361.5	0.2651
1458.75	0.4472
1556	0.62344
1653.25	0.73681
1750.5	0.79226
1847.75	1.16389
1945	1.04567
2042.25	0.87265
2139.5	0.78996
2236.75	0.79932
2334	0.86342
2431.25	0.81484
2500	0.79616
