NDF v9.6h 11Sep15 rev 12Mar16 run 06/07/2026 18:07:32 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671131.spc                                                                    
str 671131s.str                                                                   
file 671131R1.odf                                                                  
geo 671131g.geo                                                                   
elements 14
 Ca    O     C     Na    Mg    Al    Cu    Mn    Fe    Sr    S     Cl    V     Ni   
 channel elements... background
     1  0.26693E+03  0.00000E+00  0.26536E+00  0.16252E-01  0.00000E+00  0.52436E+01  0.20749E-01  0.00000E+00  0.37037E+00  0.59953E+00  0.12496E+00  0.20517E+00  0.40557E-02  0.13102E+00  0.90971E+01
     2  0.27732E+03  0.00000E+00  0.33064E+00  0.16951E-01  0.00000E+00  0.54549E+01  0.21496E-01  0.00000E+00  0.38378E+00  0.62062E+00  0.12974E+00  0.21302E+00  0.42146E-02  0.13586E+00  0.95224E+01
     3  0.28779E+03  0.00000E+00  0.41020E+00  0.17655E-01  0.00000E+00  0.56678E+01  0.22249E-01  0.00000E+00  0.39728E+00  0.64186E+00  0.13456E+00  0.22093E+00  0.43752E-02  0.14074E+00  0.10610E+02
     4  0.29835E+03  0.00000E+00  0.50668E+00  0.18363E-01  0.00000E+00  0.58818E+01  0.23005E-01  0.00000E+00  0.41085E+00  0.66323E+00  0.13940E+00  0.22888E+00  0.45371E-02  0.14565E+00  0.11364E+02
     5  0.30896E+03  0.00000E+00  0.62312E+00  0.19076E-01  0.00000E+00  0.60965E+01  0.23765E-01  0.00000E+00  0.42449E+00  0.68471E+00  0.14425E+00  0.23686E+00  0.47003E-02  0.15059E+00  0.11779E+02
     6  0.31961E+03  0.00000E+00  0.76309E+00  0.19790E-01  0.00000E+00  0.63118E+01  0.24528E-01  0.00000E+00  0.43816E+00  0.70626E+00  0.14910E+00  0.24486E+00  0.48644E-02  0.15555E+00  0.12507E+02
     7  0.33029E+03  0.00000E+00  0.93048E+00  0.20504E-01  0.00000E+00  0.65271E+01  0.25293E-01  0.00000E+00  0.45186E+00  0.72787E+00  0.15396E+00  0.25286E+00  0.50294E-02  0.16053E+00  0.13216E+02
     8  0.34099E+03  0.00000E+00  0.11298E+01  0.21219E-01  0.00000E+00  0.67422E+01  0.26058E-01  0.00000E+00  0.46557E+00  0.74951E+00  0.15881E+00  0.26087E+00  0.51949E-02  0.16551E+00  0.13901E+02
     9  0.35169E+03  0.00000E+00  0.13658E+01  0.21931E-01  0.00000E+00  0.69567E+01  0.26823E-01  0.00000E+00  0.47927E+00  0.77115E+00  0.16364E+00  0.26887E+00  0.53607E-02  0.17050E+00  0.14553E+02
    10  0.36237E+03  0.00000E+00  0.16443E+01  0.22641E-01  0.00000E+00  0.71702E+01  0.27586E-01  0.00000E+00  0.49294E+00  0.79276E+00  0.16845E+00  0.27683E+00  0.55267E-02  0.17548E+00  0.15166E+02
    11  0.37302E+03  0.00000E+00  0.19711E+01  0.23347E-01  0.00000E+00  0.73826E+01  0.28348E-01  0.00000E+00  0.50656E+00  0.81434E+00  0.17324E+00  0.28477E+00  0.56926E-02  0.18045E+00  0.15750E+02
    12  0.38363E+03  0.00000E+00  0.23530E+01  0.24047E-01  0.00000E+00  0.75935E+01  0.29107E-01  0.00000E+00  0.52013E+00  0.83585E+00  0.17799E+00  0.29266E+00  0.58582E-02  0.18541E+00  0.16302E+02
    13  0.39418E+03  0.00000E+00  0.27972E+01  0.24741E-01  0.00000E+00  0.78026E+01  0.29862E-01  0.00000E+00  0.53363E+00  0.85726E+00  0.18270E+00  0.30050E+00  0.60233E-02  0.19034E+00  0.16808E+02
    14  0.40466E+03  0.00000E+00  0.33112E+01  0.25427E-01  0.00000E+00  0.80097E+01  0.30613E-01  0.00000E+00  0.54704E+00  0.87857E+00  0.18736E+00  0.30827E+00  0.61877E-02  0.19525E+00  0.17265E+02
    15  0.41506E+03  0.00000E+00  0.39035E+01  0.26106E-01  0.00000E+00  0.82144E+01  0.31359E-01  0.00000E+00  0.56034E+00  0.89975E+00  0.19197E+00  0.31597E+00  0.63512E-02  0.20012E+00  0.17628E+02
    16  0.42537E+03  0.00000E+00  0.45828E+01  0.26775E-01  0.00000E+00  0.84166E+01  0.32098E-01  0.00000E+00  0.57353E+00  0.92077E+00  0.19653E+00  0.32359E+00  0.65137E-02  0.20496E+00  0.17896E+02
    17  0.43557E+03  0.00000E+00  0.53582E+01  0.27434E-01  0.00000E+00  0.86161E+01  0.32831E-01  0.00000E+00  0.58660E+00  0.94162E+00  0.20102E+00  0.33112E+00  0.66749E-02  0.20976E+00  0.18118E+02
    18  0.44566E+03  0.00000E+00  0.62391E+01  0.28082E-01  0.00000E+00  0.88125E+01  0.33557E-01  0.00000E+00  0.59953E+00  0.96229E+00  0.20545E+00  0.33855E+00  0.68348E-02  0.21451E+00  0.18296E+02
    19  0.45563E+03  0.00000E+00  0.72354E+01  0.28719E-01  0.00000E+00  0.90059E+01  0.34275E-01  0.00000E+00  0.61231E+00  0.98275E+00  0.20981E+00  0.34589E+00  0.69930E-02  0.21921E+00  0.18465E+02
    20  0.46546E+03  0.00000E+00  0.83568E+01  0.29344E-01  0.00000E+00  0.91960E+01  0.34984E-01  0.00000E+00  0.62492E+00  0.10030E+01  0.21410E+00  0.35312E+00  0.71495E-02  0.22385E+00  0.18628E+02
    21  0.47515E+03  0.00000E+00  0.96134E+01  0.29956E-01  0.00000E+00  0.93827E+01  0.35685E-01  0.00000E+00  0.63738E+00  0.10230E+01  0.21832E+00  0.36023E+00  0.73042E-02  0.22844E+00  0.18756E+02
    22  0.48470E+03  0.00000E+00  0.11015E+02  0.30556E-01  0.00000E+00  0.95658E+01  0.36376E-01  0.00000E+00  0.64965E+00  0.10427E+01  0.22245E+00  0.36722E+00  0.74569E-02  0.23296E+00  0.18852E+02
    23  0.49409E+03  0.00000E+00  0.12570E+02  0.31141E-01  0.00000E+00  0.97453E+01  0.37057E-01  0.00000E+00  0.66174E+00  0.10622E+01  0.22651E+00  0.37410E+00  0.76076E-02  0.23743E+00  0.18952E+02
    24  0.50332E+03  0.00000E+00  0.14289E+02  0.31714E-01  0.00000E+00  0.99210E+01  0.37729E-01  0.00000E+00  0.67365E+00  0.10815E+01  0.23049E+00  0.38085E+00  0.77560E-02  0.24182E+00  0.19057E+02
    25  0.51238E+03  0.00000E+00  0.16180E+02  0.32272E-01  0.00000E+00  0.10093E+02  0.38389E-01  0.00000E+00  0.68535E+00  0.11004E+01  0.23438E+00  0.38747E+00  0.79021E-02  0.24615E+00  0.19142E+02
    26  0.52128E+03  0.00000E+00  0.18250E+02  0.32817E-01  0.00000E+00  0.10261E+02  0.39039E-01  0.00000E+00  0.69686E+00  0.11191E+01  0.23819E+00  0.39395E+00  0.80458E-02  0.25040E+00  0.19211E+02
    27  0.53000E+03  0.00000E+00  0.20505E+02  0.33347E-01  0.00000E+00  0.10426E+02  0.39678E-01  0.00000E+00  0.70816E+00  0.11374E+01  0.24191E+00  0.40031E+00  0.81871E-02  0.25459E+00  0.19227E+02
    28  0.53855E+03  0.00000E+00  0.22952E+02  0.33863E-01  0.00000E+00  0.10586E+02  0.40305E-01  0.00000E+00  0.71926E+00  0.11555E+01  0.24555E+00  0.40654E+00  0.83259E-02  0.25870E+00  0.19194E+02
    29  0.54692E+03  0.00000E+00  0.25594E+02  0.34366E-01  0.00000E+00  0.10743E+02  0.40922E-01  0.00000E+00  0.73015E+00  0.11733E+01  0.24911E+00  0.41263E+00  0.84621E-02  0.26273E+00  0.19153E+02
    30  0.55512E+03  0.00000E+00  0.28433E+02  0.34854E-01  0.00000E+00  0.10896E+02  0.41526E-01  0.00000E+00  0.74083E+00  0.11907E+01  0.25258E+00  0.41858E+00  0.85956E-02  0.26669E+00  0.19107E+02
    31  0.56313E+03  0.00000E+00  0.31471E+02  0.35329E-01  0.00000E+00  0.11045E+02  0.42119E-01  0.00000E+00  0.75129E+00  0.12078E+01  0.25596E+00  0.42440E+00  0.87266E-02  0.27057E+00  0.19053E+02
    32  0.57097E+03  0.00000E+00  0.34706E+02  0.35790E-01  0.00000E+00  0.11190E+02  0.42701E-01  0.00000E+00  0.76154E+00  0.12246E+01  0.25927E+00  0.43009E+00  0.88549E-02  0.27437E+00  0.18992E+02
    33  0.57863E+03  0.00000E+00  0.38135E+02  0.36237E-01  0.00000E+00  0.11332E+02  0.43270E-01  0.00000E+00  0.77158E+00  0.12411E+01  0.26249E+00  0.43565E+00  0.89805E-02  0.27810E+00  0.18931E+02
    34  0.58612E+03  0.00000E+00  0.41755E+02  0.36672E-01  0.00000E+00  0.11470E+02  0.43829E-01  0.00000E+00  0.78142E+00  0.12573E+01  0.26563E+00  0.44107E+00  0.91035E-02  0.28175E+00  0.18872E+02
    35  0.59343E+03  0.00000E+00  0.45557E+02  0.37094E-01  0.00000E+00  0.11604E+02  0.44375E-01  0.00000E+00  0.79104E+00  0.12732E+01  0.26870E+00  0.44637E+00  0.92238E-02  0.28532E+00  0.18845E+02
    36  0.60056E+03  0.89841E-05  0.49532E+02  0.37504E-01  0.00000E+00  0.11735E+02  0.44910E-01  0.00000E+00  0.80045E+00  0.12887E+01  0.27168E+00  0.45154E+00  0.93414E-02  0.28882E+00  0.18852E+02
    37  0.60753E+03  0.57092E-04  0.53671E+02  0.37902E-01  0.00000E+00  0.11863E+02  0.45434E-01  0.00000E+00  0.80967E+00  0.13040E+01  0.27459E+00  0.45659E+00  0.94564E-02  0.29224E+00  0.18862E+02
    38  0.61433E+03  0.12389E-03  0.57961E+02  0.38288E-01  0.00000E+00  0.11987E+02  0.45947E-01  0.00000E+00  0.81868E+00  0.13189E+01  0.27743E+00  0.46151E+00  0.95688E-02  0.29559E+00  0.18876E+02
    39  0.62097E+03  0.21446E-03  0.62386E+02  0.38663E-01  0.00000E+00  0.12108E+02  0.46449E-01  0.00000E+00  0.82749E+00  0.13335E+01  0.28020E+00  0.46632E+00  0.96786E-02  0.29887E+00  0.18870E+02
    40  0.62745E+03  0.31682E-03  0.66930E+02  0.39028E-01  0.00000E+00  0.12227E+02  0.46940E-01  0.00000E+00  0.83611E+00  0.13479E+01  0.28290E+00  0.47101E+00  0.97859E-02  0.30207E+00  0.18844E+02
    41  0.63377E+03  0.49364E-03  0.71577E+02  0.39382E-01  0.00000E+00  0.12342E+02  0.47420E-01  0.00000E+00  0.84454E+00  0.13619E+01  0.28553E+00  0.47559E+00  0.98907E-02  0.30520E+00  0.18822E+02
    42  0.63994E+03  0.75141E-03  0.76307E+02  0.39727E-01  0.00000E+00  0.12454E+02  0.47889E-01  0.00000E+00  0.85278E+00  0.13756E+01  0.28810E+00  0.48006E+00  0.99931E-02  0.30826E+00  0.18804E+02
    43  0.64596E+03  0.11142E-02  0.81101E+02  0.40062E-01  0.00000E+00  0.12564E+02  0.48349E-01  0.00000E+00  0.86084E+00  0.13891E+01  0.29060E+00  0.48443E+00  0.10093E-01  0.31126E+00  0.18803E+02
    44  0.65184E+03  0.16217E-02  0.85938E+02  0.40388E-01  0.00000E+00  0.12671E+02  0.48798E-01  0.00000E+00  0.86872E+00  0.14023E+01  0.29305E+00  0.48869E+00  0.10191E-01  0.31419E+00  0.18819E+02
    45  0.65758E+03  0.22918E-02  0.90797E+02  0.40706E-01  0.00000E+00  0.12775E+02  0.49238E-01  0.00000E+00  0.87644E+00  0.14152E+01  0.29544E+00  0.49286E+00  0.10286E-01  0.31705E+00  0.18838E+02
    46  0.66318E+03  0.32693E-02  0.95657E+02  0.41016E-01  0.00000E+00  0.12877E+02  0.49669E-01  0.00000E+00  0.88398E+00  0.14278E+01  0.29777E+00  0.49693E+00  0.10379E-01  0.31986E+00  0.18860E+02
    47  0.66866E+03  0.46178E-02  0.10050E+03  0.41318E-01  0.00000E+00  0.12977E+02  0.50090E-01  0.00000E+00  0.89136E+00  0.14402E+01  0.30005E+00  0.50092E+00  0.10470E-01  0.32260E+00  0.18875E+02
    48  0.67400E+03  0.64623E-02  0.10530E+03  0.41613E-01  0.00000E+00  0.13074E+02  0.50502E-01  0.00000E+00  0.89859E+00  0.14523E+01  0.30228E+00  0.50482E+00  0.10559E-01  0.32528E+00  0.18885E+02
    49  0.67923E+03  0.89715E-02  0.11004E+03  0.41901E-01  0.00000E+00  0.13169E+02  0.50906E-01  0.00000E+00  0.90566E+00  0.14642E+01  0.30447E+00  0.50863E+00  0.10646E-01  0.32791E+00  0.18896E+02
    50  0.68434E+03  0.12369E-01  0.11470E+03  0.42183E-01  0.00000E+00  0.13263E+02  0.51301E-01  0.00000E+00  0.91259E+00  0.14759E+01  0.30660E+00  0.51236E+00  0.10731E-01  0.33047E+00  0.18910E+02
    51  0.68934E+03  0.16902E-01  0.11926E+03  0.42459E-01  0.00000E+00  0.13354E+02  0.51688E-01  0.00000E+00  0.91937E+00  0.14873E+01  0.30870E+00  0.51602E+00  0.10814E-01  0.33299E+00  0.18901E+02
    52  0.69424E+03  0.23014E-01  0.12371E+03  0.42729E-01  0.00000E+00  0.13444E+02  0.52067E-01  0.00000E+00  0.92602E+00  0.14985E+01  0.31075E+00  0.51961E+00  0.10895E-01  0.33545E+00  0.18870E+02
    53  0.69902E+03  0.31134E-01  0.12804E+03  0.42994E-01  0.00000E+00  0.13532E+02  0.52439E-01  0.00000E+00  0.93253E+00  0.15094E+01  0.31276E+00  0.52313E+00  0.10974E-01  0.33787E+00  0.18840E+02
    54  0.70371E+03  0.41862E-01  0.13222E+03  0.43254E-01  0.00000E+00  0.13619E+02  0.52803E-01  0.00000E+00  0.93891E+00  0.15202E+01  0.31473E+00  0.52658E+00  0.11052E-01  0.34023E+00  0.18811E+02
    55  0.70831E+03  0.55944E-01  0.13625E+03  0.43509E-01  0.00000E+00  0.13703E+02  0.53161E-01  0.00000E+00  0.94517E+00  0.15308E+01  0.31666E+00  0.52997E+00  0.11128E-01  0.34255E+00  0.91929E+01
    56  0.71281E+03  0.74319E-01  0.14012E+03  0.43759E-01  0.00000E+00  0.13787E+02  0.53511E-01  0.00000E+00  0.95131E+00  0.15411E+01  0.31857E+00  0.53330E+00  0.11202E-01  0.34482E+00 -0.10015E+02
    57  0.71723E+03  0.98125E-01  0.14383E+03  0.44005E-01  0.00000E+00  0.13869E+02  0.53855E-01  0.00000E+00  0.95734E+00  0.15513E+01  0.32043E+00  0.53658E+00  0.11275E-01  0.34705E+00 -0.29223E+02
    58  0.72156E+03  0.12883E+00  0.14736E+03  0.44248E-01  0.00000E+00  0.13950E+02  0.54193E-01  0.00000E+00  0.96326E+00  0.15613E+01  0.32227E+00  0.53980E+00  0.11347E-01  0.34923E+00 -0.48431E+02
    59  0.72581E+03  0.16817E+00  0.15071E+03  0.44486E-01  0.00000E+00  0.14030E+02  0.54524E-01  0.00000E+00  0.96907E+00  0.15711E+01  0.32408E+00  0.54297E+00  0.11417E-01  0.35138E+00 -0.61568E+02
    60  0.72998E+03  0.21826E+00  0.15389E+03  0.44721E-01  0.00000E+00  0.14108E+02  0.54850E-01  0.00000E+00  0.97478E+00  0.15807E+01  0.32585E+00  0.54609E+00  0.11486E-01  0.35349E+00 -0.68636E+02
    61  0.73408E+03  0.28163E+00  0.15688E+03  0.44953E-01  0.00000E+00  0.14186E+02  0.55170E-01  0.00000E+00  0.98039E+00  0.15902E+01  0.32760E+00  0.54917E+00  0.11553E-01  0.35555E+00 -0.75705E+02
    62  0.73811E+03  0.36132E+00  0.15971E+03  0.45181E-01  0.00000E+00  0.14263E+02  0.55485E-01  0.00000E+00  0.98591E+00  0.15995E+01  0.32933E+00  0.55220E+00  0.11619E-01  0.35759E+00 -0.82774E+02
    63  0.74207E+03  0.46089E+00  0.16236E+03  0.45406E-01  0.00000E+00  0.14338E+02  0.55795E-01  0.00000E+00  0.99133E+00  0.16086E+01  0.33103E+00  0.55519E+00  0.11684E-01  0.35958E+00 -0.81573E+02
    64  0.74597E+03  0.58457E+00  0.16484E+03  0.45629E-01  0.00000E+00  0.14413E+02  0.56100E-01  0.00000E+00  0.99667E+00  0.16176E+01  0.33270E+00  0.55814E+00  0.11748E-01  0.36155E+00 -0.72100E+02
    65  0.74981E+03  0.73726E+00  0.16717E+03  0.45848E-01  0.00000E+00  0.14487E+02  0.56400E-01  0.00000E+00  0.10019E+01  0.16264E+01  0.33435E+00  0.56105E+00  0.11811E-01  0.36348E+00 -0.62629E+02
    66  0.75358E+03  0.92460E+00  0.16934E+03  0.46065E-01  0.00000E+00  0.14561E+02  0.56695E-01  0.00000E+00  0.10071E+01  0.16351E+01  0.33598E+00  0.56393E+00  0.11873E-01  0.36538E+00 -0.53159E+02
