NDF v9.6h 11Sep15 rev 12Mar16 run 01/05/2026 17:58:20 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671135.spc                                                                    
str 671135s.str                                                                   
file 671135R1.odf                                                                  
geo 671135g.geo                                                                   
elements 13
 S     Cl    K     Ca    Ti    Fe    Cu    O     Sr    As    Br    Rb    Y    
 channel elements... background
     1  0.51968E+02  0.65690E+02  0.67409E-01  0.68421E-01  0.14124E-01  0.13938E+03  0.18281E+03  0.17556E+03  0.88872E-01  0.79948E-01  0.22482E-01  0.54862E-01  0.64033E-01  0.22237E+02
     2  0.53971E+02  0.68110E+02  0.69878E-01  0.70928E-01  0.14627E-01  0.14425E+03  0.18920E+03  0.18341E+03  0.91950E-01  0.82832E-01  0.23268E-01  0.56713E-01  0.66297E-01  0.23435E+02
     3  0.55990E+02  0.70546E+02  0.72366E-01  0.73454E-01  0.15134E-01  0.14916E+03  0.19563E+03  0.19133E+03  0.95052E-01  0.85744E-01  0.24061E-01  0.58578E-01  0.68581E-01  0.25752E+02
     4  0.58022E+02  0.72996E+02  0.74868E-01  0.75996E-01  0.15643E-01  0.15409E+03  0.20210E+03  0.19928E+03  0.98177E-01  0.88680E-01  0.24859E-01  0.60453E-01  0.70884E-01  0.27480E+02
     5  0.60065E+02  0.75457E+02  0.77382E-01  0.78549E-01  0.16155E-01  0.15904E+03  0.20861E+03  0.20726E+03  0.10132E+00  0.91637E-01  0.25663E-01  0.62337E-01  0.73203E-01  0.28601E+02
     6  0.62115E+02  0.77925E+02  0.79904E-01  0.81111E-01  0.16669E-01  0.16401E+03  0.21514E+03  0.21525E+03  0.10448E+00  0.94611E-01  0.26470E-01  0.64227E-01  0.75534E-01  0.30228E+02
     7  0.64171E+02  0.80396E+02  0.82431E-01  0.83679E-01  0.17184E-01  0.16900E+03  0.22169E+03  0.22323E+03  0.10765E+00  0.97600E-01  0.27281E-01  0.66123E-01  0.77877E-01  0.31757E+02
     8  0.66229E+02  0.82869E+02  0.84960E-01  0.86249E-01  0.17699E-01  0.17398E+03  0.22826E+03  0.23119E+03  0.11082E+00  0.10060E+00  0.28094E-01  0.68021E-01  0.80227E-01  0.33177E+02
     9  0.68286E+02  0.85339E+02  0.87488E-01  0.88819E-01  0.18215E-01  0.17897E+03  0.23482E+03  0.23911E+03  0.11401E+00  0.10361E+00  0.28908E-01  0.69921E-01  0.82583E-01  0.34499E+02
    10  0.70340E+02  0.87805E+02  0.90011E-01  0.91384E-01  0.18729E-01  0.18396E+03  0.24139E+03  0.24698E+03  0.11719E+00  0.10662E+00  0.29723E-01  0.71819E-01  0.84943E-01  0.35715E+02
    11  0.72388E+02  0.90262E+02  0.92528E-01  0.93943E-01  0.19243E-01  0.18893E+03  0.24794E+03  0.25478E+03  0.12037E+00  0.10963E+00  0.30537E-01  0.73715E-01  0.87303E-01  0.36896E+02
    12  0.74427E+02  0.92708E+02  0.95034E-01  0.96492E-01  0.19755E-01  0.19388E+03  0.25447E+03  0.26250E+03  0.12355E+00  0.11265E+00  0.31351E-01  0.75606E-01  0.89662E-01  0.38035E+02
    13  0.76455E+02  0.95140E+02  0.97527E-01  0.99028E-01  0.20264E-01  0.19882E+03  0.26099E+03  0.27013E+03  0.12672E+00  0.11565E+00  0.32162E-01  0.77490E-01  0.92017E-01  0.39056E+02
    14  0.78469E+02  0.97556E+02  0.10000E+00  0.10155E+00  0.20771E-01  0.20373E+03  0.26747E+03  0.27765E+03  0.12988E+00  0.11865E+00  0.32971E-01  0.79366E-01  0.94365E-01  0.39957E+02
    15  0.80468E+02  0.99953E+02  0.10246E+00  0.10405E+00  0.21274E-01  0.20861E+03  0.27392E+03  0.28507E+03  0.13302E+00  0.12164E+00  0.33777E-01  0.81233E-01  0.96705E-01  0.40657E+02
    16  0.82449E+02  0.10233E+03  0.10490E+00  0.10653E+00  0.21774E-01  0.21345E+03  0.28032E+03  0.29236E+03  0.13615E+00  0.12462E+00  0.34578E-01  0.83087E-01  0.99034E-01  0.41159E+02
    17  0.84410E+02  0.10468E+03  0.10732E+00  0.10899E+00  0.22269E-01  0.21826E+03  0.28668E+03  0.29952E+03  0.13926E+00  0.12757E+00  0.35374E-01  0.84929E-01  0.10135E+00  0.41555E+02
    18  0.86349E+02  0.10701E+03  0.10971E+00  0.11143E+00  0.22760E-01  0.22302E+03  0.29298E+03  0.30654E+03  0.14234E+00  0.13051E+00  0.36165E-01  0.86757E-01  0.10365E+00  0.41851E+02
    19  0.88264E+02  0.10931E+03  0.11207E+00  0.11383E+00  0.23245E-01  0.22774E+03  0.29923E+03  0.31342E+03  0.14540E+00  0.13343E+00  0.36950E-01  0.88568E-01  0.10594E+00  0.42089E+02
    20  0.90154E+02  0.11158E+03  0.11441E+00  0.11621E+00  0.23725E-01  0.23240E+03  0.30541E+03  0.32014E+03  0.14844E+00  0.13632E+00  0.37728E-01  0.90363E-01  0.10820E+00  0.42276E+02
    21  0.92018E+02  0.11382E+03  0.11671E+00  0.11856E+00  0.24200E-01  0.23701E+03  0.31153E+03  0.32672E+03  0.15145E+00  0.13919E+00  0.38498E-01  0.92139E-01  0.11045E+00  0.42391E+02
    22  0.93853E+02  0.11603E+03  0.11898E+00  0.12087E+00  0.24668E-01  0.24157E+03  0.31758E+03  0.33313E+03  0.15442E+00  0.14203E+00  0.39261E-01  0.93896E-01  0.11268E+00  0.42442E+02
    23  0.95659E+02  0.11821E+03  0.12122E+00  0.12315E+00  0.25130E-01  0.24607E+03  0.32355E+03  0.33939E+03  0.15736E+00  0.14484E+00  0.40015E-01  0.95633E-01  0.11488E+00  0.42458E+02
    24  0.97434E+02  0.12035E+03  0.12342E+00  0.12540E+00  0.25585E-01  0.25050E+03  0.32944E+03  0.34549E+03  0.16027E+00  0.14761E+00  0.40760E-01  0.97348E-01  0.11705E+00  0.42448E+02
    25  0.99178E+02  0.12246E+03  0.12559E+00  0.12761E+00  0.26034E-01  0.25488E+03  0.33525E+03  0.35142E+03  0.16314E+00  0.15035E+00  0.41496E-01  0.99041E-01  0.11920E+00  0.42402E+02
    26  0.10089E+03  0.12453E+03  0.12771E+00  0.12978E+00  0.26475E-01  0.25918E+03  0.34098E+03  0.35720E+03  0.16597E+00  0.15306E+00  0.42223E-01  0.10071E+00  0.12133E+00  0.42328E+02
    27  0.10257E+03  0.12656E+03  0.12981E+00  0.13192E+00  0.26909E-01  0.26342E+03  0.34662E+03  0.36281E+03  0.16877E+00  0.15573E+00  0.42939E-01  0.10236E+00  0.12342E+00  0.42233E+02
    28  0.10422E+03  0.12856E+03  0.13186E+00  0.13401E+00  0.27336E-01  0.26759E+03  0.35218E+03  0.36827E+03  0.17152E+00  0.15836E+00  0.43646E-01  0.10398E+00  0.12549E+00  0.42122E+02
    29  0.10583E+03  0.13051E+03  0.13387E+00  0.13607E+00  0.27756E-01  0.27170E+03  0.35765E+03  0.37358E+03  0.17423E+00  0.16095E+00  0.44341E-01  0.10558E+00  0.12753E+00  0.42002E+02
    30  0.10741E+03  0.13244E+03  0.13585E+00  0.13809E+00  0.28167E-01  0.27573E+03  0.36302E+03  0.37873E+03  0.17691E+00  0.16350E+00  0.45026E-01  0.10715E+00  0.12953E+00  0.41879E+02
    31  0.10895E+03  0.13432E+03  0.13778E+00  0.14007E+00  0.28571E-01  0.27969E+03  0.36830E+03  0.38374E+03  0.17953E+00  0.16601E+00  0.45700E-01  0.10870E+00  0.13150E+00  0.41713E+02
    32  0.11047E+03  0.13616E+03  0.13968E+00  0.14201E+00  0.28968E-01  0.28357E+03  0.37349E+03  0.38860E+03  0.18212E+00  0.16848E+00  0.46362E-01  0.11022E+00  0.13345E+00  0.41505E+02
    33  0.11194E+03  0.13797E+03  0.14154E+00  0.14391E+00  0.29357E-01  0.28739E+03  0.37859E+03  0.39333E+03  0.18466E+00  0.17090E+00  0.47014E-01  0.11171E+00  0.13536E+00  0.41305E+02
    34  0.11339E+03  0.13974E+03  0.14335E+00  0.14576E+00  0.29738E-01  0.29113E+03  0.38359E+03  0.39792E+03  0.18716E+00  0.17328E+00  0.47654E-01  0.11318E+00  0.13723E+00  0.41113E+02
    35  0.11480E+03  0.14148E+03  0.14513E+00  0.14758E+00  0.30111E-01  0.29481E+03  0.38850E+03  0.40237E+03  0.18961E+00  0.17562E+00  0.48282E-01  0.11463E+00  0.13908E+00  0.40996E+02
    36  0.11618E+03  0.14317E+03  0.14687E+00  0.14936E+00  0.30477E-01  0.29841E+03  0.39331E+03  0.40671E+03  0.19202E+00  0.17792E+00  0.48899E-01  0.11604E+00  0.14089E+00  0.40955E+02
    37  0.11752E+03  0.14483E+03  0.14857E+00  0.15111E+00  0.30835E-01  0.30193E+03  0.39803E+03  0.41092E+03  0.19439E+00  0.18017E+00  0.49505E-01  0.11743E+00  0.14266E+00  0.40926E+02
    38  0.11884E+03  0.14646E+03  0.15024E+00  0.15281E+00  0.31185E-01  0.30539E+03  0.40266E+03  0.41503E+03  0.19671E+00  0.18238E+00  0.50099E-01  0.11880E+00  0.14441E+00  0.40909E+02
    39  0.12012E+03  0.14804E+03  0.15186E+00  0.15448E+00  0.31528E-01  0.30878E+03  0.40720E+03  0.41902E+03  0.19899E+00  0.18455E+00  0.50682E-01  0.12014E+00  0.14612E+00  0.40839E+02
    40  0.12137E+03  0.14960E+03  0.15345E+00  0.15611E+00  0.31864E-01  0.31210E+03  0.41165E+03  0.42291E+03  0.20122E+00  0.18667E+00  0.51254E-01  0.12145E+00  0.14780E+00  0.40716E+02
    41  0.12260E+03  0.15112E+03  0.15501E+00  0.15770E+00  0.32193E-01  0.31535E+03  0.41601E+03  0.42670E+03  0.20341E+00  0.18876E+00  0.51814E-01  0.12274E+00  0.14944E+00  0.40605E+02
    42  0.12379E+03  0.15261E+03  0.15653E+00  0.15926E+00  0.32514E-01  0.31853E+03  0.42028E+03  0.43040E+03  0.20556E+00  0.19080E+00  0.52363E-01  0.12400E+00  0.15105E+00  0.40505E+02
    43  0.12496E+03  0.15406E+03  0.15801E+00  0.16078E+00  0.32829E-01  0.32165E+03  0.42446E+03  0.43401E+03  0.20767E+00  0.19279E+00  0.52901E-01  0.12524E+00  0.15264E+00  0.40468E+02
    44  0.12609E+03  0.15549E+03  0.15947E+00  0.16227E+00  0.33137E-01  0.32470E+03  0.42856E+03  0.43754E+03  0.20973E+00  0.19475E+00  0.53428E-01  0.12646E+00  0.15418E+00  0.40493E+02
    45  0.12720E+03  0.15688E+03  0.16089E+00  0.16372E+00  0.33438E-01  0.32768E+03  0.43258E+03  0.44099E+03  0.21175E+00  0.19667E+00  0.53945E-01  0.12765E+00  0.15570E+00  0.40528E+02
    46  0.12829E+03  0.15824E+03  0.16228E+00  0.16515E+00  0.33732E-01  0.33061E+03  0.43651E+03  0.44437E+03  0.21374E+00  0.19854E+00  0.54451E-01  0.12881E+00  0.15719E+00  0.40571E+02
    47  0.12935E+03  0.15957E+03  0.16363E+00  0.16654E+00  0.34020E-01  0.33347E+03  0.44036E+03  0.44767E+03  0.21568E+00  0.20038E+00  0.54947E-01  0.12996E+00  0.15865E+00  0.40574E+02
    48  0.13038E+03  0.16088E+03  0.16496E+00  0.16790E+00  0.34302E-01  0.33628E+03  0.44414E+03  0.45091E+03  0.21759E+00  0.20218E+00  0.55432E-01  0.13108E+00  0.16007E+00  0.40535E+02
    49  0.13139E+03  0.16216E+03  0.16626E+00  0.16923E+00  0.34578E-01  0.33902E+03  0.44784E+03  0.45409E+03  0.21945E+00  0.20394E+00  0.55908E-01  0.13218E+00  0.16147E+00  0.40503E+02
    50  0.13238E+03  0.16341E+03  0.16753E+00  0.17054E+00  0.34848E-01  0.34171E+03  0.45147E+03  0.45722E+03  0.22129E+00  0.20566E+00  0.56374E-01  0.13325E+00  0.16284E+00  0.40476E+02
    51  0.13335E+03  0.16463E+03  0.16877E+00  0.17181E+00  0.35112E-01  0.34435E+03  0.45502E+03  0.46028E+03  0.22308E+00  0.20735E+00  0.56830E-01  0.13431E+00  0.16418E+00  0.40454E+02
    52  0.13429E+03  0.16583E+03  0.16999E+00  0.17306E+00  0.35371E-01  0.34693E+03  0.45850E+03  0.46330E+03  0.22484E+00  0.20901E+00  0.57277E-01  0.13534E+00  0.16550E+00  0.40435E+02
