NDF v9.6h 11Sep15 rev 12Mar16 run 23/04/2026 17:34:39 Filename: 67010119.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671129.spc                                                                    
str 671129s.str                                                                   
file 671129R1.odf                                                                  
geo 671129g.geo                                                                   
element Mg   
 depth(at/cm2) element>0 element depth(nm)
-0.705181E+04 -0.436268E+01  0.000000E+00 -0.141688E+04
-0.676442E+04 -0.432752E+01  0.000000E+00 -0.135914E+04
-0.647704E+04 -0.145023E+01  0.000000E+00 -0.130139E+04
-0.618965E+04 -0.412561E+00  0.000000E+00 -0.124365E+04
-0.590228E+04 -0.111639E+01  0.000000E+00 -0.118591E+04
-0.561489E+04  0.239045E+01  0.239045E+01 -0.112817E+04
-0.532751E+04  0.250443E+01  0.250443E+01 -0.107043E+04
-0.504012E+04  0.296056E+01  0.296056E+01 -0.101268E+04
-0.475274E+04  0.635995E+01  0.635995E+01 -0.954940E+03
-0.446535E+04  0.106996E+01  0.106996E+01 -0.897197E+03
-0.417797E+04 -0.101852E+01  0.000000E+00 -0.839455E+03
-0.389058E+04  0.190994E+01  0.190994E+01 -0.781712E+03
-0.360320E+04 -0.309983E+00  0.000000E+00 -0.723969E+03
-0.331581E+04 -0.647713E+01  0.000000E+00 -0.666227E+03
-0.302842E+04 -0.443207E+01  0.000000E+00 -0.608484E+03
-0.274105E+04 -0.119938E+01  0.000000E+00 -0.550743E+03
-0.245366E+04 -0.129568E+01  0.000000E+00 -0.493000E+03
-0.216628E+04  0.363877E+01  0.363877E+01 -0.435258E+03
-0.187889E+04  0.502221E+00  0.502221E+00 -0.377515E+03
-0.159151E+04  0.671723E+01  0.671723E+01 -0.319772E+03
-0.130412E+04  0.202065E+01  0.202065E+01 -0.262030E+03
-0.101674E+04  0.220538E+01  0.220538E+01 -0.204287E+03
-0.729350E+03  0.543083E+01  0.543083E+01 -0.146544E+03
-0.441965E+03  0.709367E+01  0.709367E+01 -0.888015E+02
-0.154580E+03  0.951231E+01  0.951231E+01 -0.310588E+02
 0.132796E+03  0.428397E+01  0.428397E+01  0.266819E+02
 0.421427E+03  0.526102E+01  0.526102E+01  0.816052E+02
 0.782443E+03  0.645603E+01  0.645603E+01  0.150303E+03
 0.114307E+04  0.336049E+01  0.336049E+01  0.218926E+03
 0.150306E+04  0.245783E+01  0.245783E+01  0.287428E+03
 0.186280E+04  0.455276E+01  0.455276E+01  0.355884E+03
 0.222158E+04  0.148754E+00  0.148754E+00  0.424154E+03
 0.258008E+04  0.292182E+01  0.292182E+01  0.492374E+03
 0.293813E+04  0.250951E+01  0.250951E+01  0.560507E+03
 0.329565E+04  0.265583E+01  0.265583E+01  0.628539E+03
 0.365247E+04  0.203124E+01  0.203124E+01  0.696439E+03
 0.400893E+04  0.322976E+01  0.322976E+01  0.764269E+03
 0.436521E+04  0.600807E+01  0.600807E+01  0.832065E+03
 0.471980E+04  0.311032E+01  0.311032E+01  0.899539E+03
 0.507485E+04  0.327943E+01  0.327943E+01  0.967101E+03
 0.542904E+04  0.279416E+01  0.279416E+01  0.103450E+04
 0.578320E+04  0.533579E+01  0.533579E+01  0.110189E+04
 0.613640E+04  0.780295E+00  0.780295E+00  0.116910E+04
 0.648908E+04  0.441497E+01  0.441497E+01  0.123621E+04
 0.684118E+04 -0.173881E+01  0.000000E+00  0.130322E+04
 0.719235E+04  0.159241E+01  0.159241E+01  0.137004E+04
 0.754386E+04  0.181553E+01  0.181553E+01  0.143693E+04
 0.789480E+04  0.295250E+01  0.295250E+01  0.150371E+04
 0.824500E+04  0.377808E+01  0.377808E+01  0.157035E+04
 0.859443E+04  0.287948E+01  0.287948E+01  0.163684E+04
 0.894351E+04  0.783190E+00  0.783190E+00  0.170327E+04
 0.929208E+04 -0.782589E+00  0.000000E+00  0.176960E+04
 0.964021E+04  0.431474E+01  0.431474E+01  0.183584E+04
 0.998776E+04  0.705708E+01  0.705708E+01  0.190198E+04
 0.103349E+05  0.593529E+01  0.593529E+01  0.196804E+04
 0.106817E+05  0.371538E+01  0.371538E+01  0.203402E+04
 0.110274E+05  0.661802E+01  0.661802E+01  0.209981E+04
 0.113727E+05  0.826019E+01  0.826019E+01  0.216551E+04
 0.117178E+05  0.820132E+01  0.820132E+01  0.223119E+04
 0.120622E+05  0.125860E+02  0.125860E+02  0.229672E+04
 0.124063E+05  0.684799E+01  0.684799E+01  0.236221E+04
 0.127496E+05  0.115677E+02  0.115677E+02  0.242752E+04
 0.130925E+05  0.705284E+01  0.705284E+01  0.249278E+04
 0.134348E+05  0.632176E+01  0.632176E+01  0.255791E+04
 0.137764E+05  0.310152E+01  0.310152E+01  0.262292E+04
 0.141179E+05  0.218670E+01  0.218670E+01  0.268790E+04
 0.144588E+05 -0.217136E+01  0.000000E+00  0.275277E+04
 0.147989E+05 -0.166614E+01  0.000000E+00  0.281748E+04
 0.151384E+05 -0.397487E+01  0.000000E+00  0.288209E+04
 0.154776E+05  0.323387E+01  0.323387E+01  0.294664E+04
 0.158163E+05 -0.129948E+01  0.000000E+00  0.301108E+04
 0.161545E+05 -0.540999E+01  0.000000E+00  0.307545E+04
 0.164920E+05 -0.304329E+00  0.000000E+00  0.313966E+04
 0.168289E+05  0.112917E+01  0.112917E+01  0.320378E+04
 0.171656E+05  0.196675E+00  0.196675E+00  0.326784E+04
 0.175016E+05 -0.564219E+01  0.000000E+00  0.333178E+04
 0.178370E+05 -0.293622E+01  0.000000E+00  0.339559E+04
 0.181719E+05 -0.354932E+01  0.000000E+00  0.345932E+04
 0.185065E+05  0.370195E+01  0.370195E+01  0.352300E+04
 0.188403E+05  0.282504E+01  0.282504E+01  0.358652E+04
 0.191736E+05 -0.680739E+01  0.000000E+00  0.364994E+04
 0.195065E+05  0.589560E-01  0.589560E-01  0.371329E+04
 0.198389E+05  0.950873E+00  0.950873E+00  0.377654E+04
 0.201706E+05 -0.383919E+01  0.000000E+00  0.383966E+04
 0.205018E+05  0.113318E+01  0.113318E+01  0.390268E+04
 0.208327E+05 -0.130567E+01  0.000000E+00  0.396565E+04
 0.211628E+05  0.274127E+01  0.274127E+01  0.402846E+04
 0.214923E+05  0.457836E+01  0.457836E+01  0.409118E+04
 0.218215E+05  0.888922E+01  0.888922E+01  0.415382E+04
 0.221501E+05  0.258980E+01  0.258980E+01  0.421634E+04
 0.224783E+05  0.942431E-01  0.942431E-01  0.427880E+04
 0.228057E+05  0.569380E+01  0.569380E+01  0.434110E+04
 0.231327E+05 -0.367599E+01  0.000000E+00  0.440332E+04
 0.234593E+05  0.476680E+01  0.476680E+01  0.446546E+04
 0.237855E+05  0.109618E+01  0.109618E+01  0.452755E+04
 0.241106E+05  0.439865E+01  0.439865E+01  0.458940E+04
 0.244356E+05  0.140854E+01  0.140854E+01  0.465125E+04
 0.247601E+05  0.117775E+01  0.117775E+01  0.471299E+04
 0.250838E+05 -0.173335E+01  0.000000E+00  0.477460E+04
 0.254072E+05  0.243898E+01  0.243898E+01  0.483613E+04
 0.257299E+05  0.427218E+01  0.427218E+01  0.489753E+04
 0.260521E+05  0.319693E+01  0.319693E+01  0.495884E+04
 0.263738E+05 -0.230179E+00  0.000000E+00  0.502006E+04
 0.266948E+05  0.158340E+01  0.158340E+01  0.508115E+04
 0.270155E+05  0.347426E+00  0.347426E+00  0.514217E+04
 0.273357E+05  0.648187E+01  0.648187E+01  0.520311E+04
 0.276552E+05  0.319556E+01  0.319556E+01  0.526389E+04
 0.279742E+05  0.972849E+00  0.972849E+00  0.532460E+04
 0.282927E+05 -0.678112E+00  0.000000E+00  0.538520E+04
 0.286108E+05  0.327971E+01  0.327971E+01  0.544575E+04
 0.289282E+05  0.327068E+01  0.327068E+01  0.550613E+04
 0.292451E+05  0.226800E+01  0.226800E+01  0.556644E+04
 0.295612E+05  0.122465E+02  0.122465E+02  0.562659E+04
 0.298772E+05  0.542673E+01  0.542673E+01  0.568673E+04
 0.301925E+05 -0.363855E+01  0.000000E+00  0.574673E+04
 0.305070E+05  0.618807E+01  0.618807E+01  0.580657E+04
 0.308214E+05  0.219826E+01  0.219826E+01  0.586640E+04
 0.311349E+05  0.919617E+01  0.919617E+01  0.592606E+04
 0.314482E+05  0.435201E+01  0.435201E+01  0.598567E+04
 0.317608E+05  0.692829E+01  0.692829E+01  0.604515E+04
 0.320729E+05  0.497739E+01  0.497739E+01  0.610454E+04
