NDF v9.6h 11Sep15 rev 12Mar16 run 01/05/2026 16:04:02 Filename: 67010109.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671134.spc                                                                    
str 671134s.str                                                                   
file 671134R1.odf                                                                  
geo 671134g.geo                                                                   
element O    
 depth(at/cm2) element>0 element depth(nm)
-0.701414E+04  0.119880E+02  0.119880E+02 -0.173749E+04
-0.673320E+04 -0.254521E+01  0.000000E+00 -0.166790E+04
-0.645227E+04 -0.858804E+00  0.000000E+00 -0.159830E+04
-0.617133E+04 -0.563457E+00  0.000000E+00 -0.152871E+04
-0.589040E+04  0.715117E+01  0.715117E+01 -0.145912E+04
-0.560946E+04  0.841711E+01  0.841711E+01 -0.138953E+04
-0.532852E+04  0.108188E+02  0.108188E+02 -0.131994E+04
-0.504759E+04  0.101975E+01  0.101975E+01 -0.125035E+04
-0.476665E+04 -0.559304E+01  0.000000E+00 -0.118076E+04
-0.448572E+04 -0.197808E+01  0.000000E+00 -0.111117E+04
-0.420479E+04  0.188117E+01  0.188117E+01 -0.104158E+04
-0.392386E+04  0.806086E+01  0.806086E+01 -0.971988E+03
-0.364292E+04  0.340082E+01  0.340082E+01 -0.902397E+03
-0.336199E+04  0.201392E+02  0.201392E+02 -0.832806E+03
-0.308105E+04  0.101313E+02  0.101313E+02 -0.763215E+03
-0.280012E+04  0.497998E+01  0.497998E+01 -0.693623E+03
-0.251918E+04  0.111060E+02  0.111060E+02 -0.624032E+03
-0.223825E+04  0.109959E+02  0.109959E+02 -0.554441E+03
-0.195731E+04  0.211133E+02  0.211133E+02 -0.484850E+03
-0.167638E+04  0.170797E+02  0.170797E+02 -0.415259E+03
-0.139544E+04  0.259503E+02  0.259503E+02 -0.345668E+03
-0.111452E+04  0.440825E+02  0.440825E+02 -0.276079E+03
-0.833582E+03  0.445022E+02  0.445022E+02 -0.206488E+03
-0.552647E+03  0.370553E+02  0.370553E+02 -0.136897E+03
-0.271711E+03  0.539053E+02  0.539053E+02 -0.673062E+02
 0.922378E+01  0.529832E+02  0.529832E+02  0.228484E+01
 0.290065E+03  0.577295E+02  0.577295E+02  0.718527E+02
 0.570431E+03  0.540256E+02  0.540256E+02  0.141303E+03
 0.850427E+03  0.649568E+02  0.649568E+02  0.210661E+03
 0.113001E+04  0.744651E+02  0.744651E+02  0.279919E+03
 0.140924E+04  0.605183E+02  0.605183E+02  0.349087E+03
 0.168801E+04  0.580001E+02  0.580001E+02  0.418141E+03
