NDF v9.6h 11Sep15 rev 12Mar16 run 01/05/2026 16:04:02 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671134.spc                                                                    
str 671134s.str                                                                   
file 671134R1.odf                                                                  
geo 671134g.geo                                                                   
elements 11
 S     Cl    K     Ca    Ti    Fe    Cu    Ba    O     Sr    Ce   
 channel elements... background
     1  0.75388E+02  0.37256E+00  0.13518E+00  0.10991E+01  0.23991E+01  0.11010E+02  0.16459E+02  0.38161E+03  0.11807E+03  0.27466E+01  0.15682E+02  0.17116E+03
     2  0.78090E+02  0.38547E+00  0.13978E+00  0.11366E+01  0.24813E+01  0.11372E+02  0.16993E+02  0.39400E+03  0.12293E+03  0.28337E+01  0.16166E+02  0.18399E+03
     3  0.80818E+02  0.39848E+00  0.14441E+00  0.11745E+01  0.25643E+01  0.11738E+02  0.17531E+02  0.40651E+03  0.12783E+03  0.29215E+01  0.16655E+02  0.19997E+03
     4  0.83569E+02  0.41160E+00  0.14907E+00  0.12126E+01  0.26481E+01  0.12107E+02  0.18074E+02  0.41915E+03  0.13276E+03  0.30101E+01  0.17147E+02  0.21434E+03
     5  0.86339E+02  0.42481E+00  0.15377E+00  0.12510E+01  0.27325E+01  0.12478E+02  0.18620E+02  0.43190E+03  0.13771E+03  0.30992E+01  0.17643E+02  0.22696E+03
     6  0.89126E+02  0.43809E+00  0.15849E+00  0.12896E+01  0.28174E+01  0.12851E+02  0.19170E+02  0.44475E+03  0.14268E+03  0.31890E+01  0.18142E+02  0.24078E+03
     7  0.91927E+02  0.45143E+00  0.16323E+00  0.13284E+01  0.29029E+01  0.13227E+02  0.19722E+02  0.45769E+03  0.14766E+03  0.32792E+01  0.18643E+02  0.25412E+03
     8  0.94738E+02  0.46482E+00  0.16798E+00  0.13673E+01  0.29888E+01  0.13604E+02  0.20277E+02  0.47071E+03  0.15264E+03  0.33697E+01  0.19147E+02  0.26685E+03
     9  0.97558E+02  0.47825E+00  0.17275E+00  0.14064E+01  0.30750E+01  0.13982E+02  0.20834E+02  0.48381E+03  0.15762E+03  0.34607E+01  0.19653E+02  0.27890E+03
    10  0.10038E+03  0.49170E+00  0.17752E+00  0.14455E+01  0.31615E+01  0.14361E+02  0.21392E+02  0.49696E+03  0.16258E+03  0.35519E+01  0.20160E+02  0.29018E+03
    11  0.10321E+03  0.50516E+00  0.18230E+00  0.14846E+01  0.32482E+01  0.14741E+02  0.21950E+02  0.51016E+03  0.16752E+03  0.36432E+01  0.20669E+02  0.30079E+03
    12  0.10603E+03  0.51862E+00  0.18707E+00  0.15237E+01  0.33350E+01  0.15121E+02  0.22510E+02  0.52341E+03  0.17243E+03  0.37347E+01  0.21178E+02  0.31067E+03
    13  0.10886E+03  0.53207E+00  0.19184E+00  0.15628E+01  0.34218E+01  0.15501E+02  0.23069E+02  0.53669E+03  0.17731E+03  0.38263E+01  0.21688E+02  0.31963E+03
    14  0.11167E+03  0.54548E+00  0.19660E+00  0.16019E+01  0.35086E+01  0.15881E+02  0.23628E+02  0.54999E+03  0.18215E+03  0.39178E+01  0.22198E+02  0.32763E+03
    15  0.11448E+03  0.55886E+00  0.20134E+00  0.16408E+01  0.35952E+01  0.16260E+02  0.24186E+02  0.56330E+03  0.18695E+03  0.40093E+01  0.22708E+02  0.33447E+03
    16  0.11727E+03  0.57219E+00  0.20606E+00  0.16796E+01  0.36817E+01  0.16638E+02  0.24743E+02  0.57661E+03  0.19169E+03  0.41006E+01  0.23217E+02  0.34017E+03
    17  0.12005E+03  0.58546E+00  0.21077E+00  0.17182E+01  0.37679E+01  0.17015E+02  0.25298E+02  0.58991E+03  0.19638E+03  0.41917E+01  0.23725E+02  0.34497E+03
    18  0.12282E+03  0.59866E+00  0.21544E+00  0.17566E+01  0.38538E+01  0.17391E+02  0.25852E+02  0.60320E+03  0.20101E+03  0.42825E+01  0.24232E+02  0.34889E+03
    19  0.12557E+03  0.61177E+00  0.22009E+00  0.17948E+01  0.39393E+01  0.17765E+02  0.26402E+02  0.61647E+03  0.20557E+03  0.43730E+01  0.24738E+02  0.35213E+03
    20  0.12829E+03  0.62480E+00  0.22470E+00  0.18327E+01  0.40244E+01  0.18137E+02  0.26951E+02  0.62970E+03  0.21007E+03  0.44631E+01  0.25241E+02  0.35474E+03
    21  0.13099E+03  0.63773E+00  0.22928E+00  0.18704E+01  0.41090E+01  0.18506E+02  0.27495E+02  0.64288E+03  0.21449E+03  0.45527E+01  0.25743E+02  0.35667E+03
    22  0.13367E+03  0.65055E+00  0.23382E+00  0.19077E+01  0.41930E+01  0.18874E+02  0.28037E+02  0.65602E+03  0.21884E+03  0.46419E+01  0.26242E+02  0.35799E+03
    23  0.13633E+03  0.66326E+00  0.23832E+00  0.19447E+01  0.42764E+01  0.19238E+02  0.28575E+02  0.66910E+03  0.22312E+03  0.47305E+01  0.26738E+02  0.35875E+03
    24  0.13895E+03  0.67584E+00  0.24278E+00  0.19814E+01  0.43591E+01  0.19600E+02  0.29108E+02  0.68211E+03  0.22732E+03  0.48185E+01  0.27231E+02  0.35901E+03
    25  0.14154E+03  0.68829E+00  0.24719E+00  0.20177E+01  0.44411E+01  0.19958E+02  0.29637E+02  0.69505E+03  0.23144E+03  0.49059E+01  0.27721E+02  0.35889E+03
    26  0.14411E+03  0.70061E+00  0.25155E+00  0.20536E+01  0.45224E+01  0.20314E+02  0.30162E+02  0.70790E+03  0.23547E+03  0.49926E+01  0.28208E+02  0.35846E+03
    27  0.14664E+03  0.71278E+00  0.25586E+00  0.20891E+01  0.46029E+01  0.20666E+02  0.30682E+02  0.72067E+03  0.23943E+03  0.50785E+01  0.28691E+02  0.35780E+03
    28  0.14914E+03  0.72481E+00  0.26012E+00  0.21242E+01  0.46825E+01  0.21014E+02  0.31197E+02  0.73335E+03  0.24331E+03  0.51637E+01  0.29170E+02  0.35698E+03
    29  0.15160E+03  0.73669E+00  0.26433E+00  0.21589E+01  0.47613E+01  0.21359E+02  0.31706E+02  0.74593E+03  0.24710E+03  0.52481E+01  0.29645E+02  0.35603E+03
    30  0.15403E+03  0.74841E+00  0.26848E+00  0.21931E+01  0.48391E+01  0.21700E+02  0.32210E+02  0.75840E+03  0.25082E+03  0.53317E+01  0.30116E+02  0.35499E+03
    31  0.15642E+03  0.75998E+00  0.27257E+00  0.22269E+01  0.49160E+01  0.22037E+02  0.32709E+02  0.77076E+03  0.25445E+03  0.54144E+01  0.30582E+02  0.35381E+03
    32  0.15878E+03  0.77138E+00  0.27661E+00  0.22602E+01  0.49920E+01  0.22369E+02  0.33201E+02  0.78300E+03  0.25801E+03  0.54963E+01  0.31044E+02  0.35251E+03
    33  0.16110E+03  0.78262E+00  0.28059E+00  0.22930E+01  0.50670E+01  0.22698E+02  0.33688E+02  0.79512E+03  0.26148E+03  0.55772E+01  0.31501E+02  0.35124E+03
    34  0.16338E+03  0.79369E+00  0.28451E+00  0.23253E+01  0.51410E+01  0.23023E+02  0.34168E+02  0.80712E+03  0.26488E+03  0.56572E+01  0.31954E+02  0.35002E+03
    35  0.16563E+03  0.80460E+00  0.28838E+00  0.23572E+01  0.52139E+01  0.23343E+02  0.34643E+02  0.81899E+03  0.26821E+03  0.57362E+01  0.32401E+02  0.34908E+03
    36  0.16784E+03  0.81534E+00  0.29218E+00  0.23885E+01  0.52859E+01  0.23659E+02  0.35111E+02  0.83072E+03  0.27146E+03  0.58143E+01  0.32843E+02  0.34844E+03
    37  0.17001E+03  0.82590E+00  0.29592E+00  0.24194E+01  0.53567E+01  0.23970E+02  0.35573E+02  0.84232E+03  0.27464E+03  0.58914E+01  0.33280E+02  0.34789E+03
    38  0.17214E+03  0.83630E+00  0.29960E+00  0.24498E+01  0.54266E+01  0.24277E+02  0.36028E+02  0.85378E+03  0.27775E+03  0.59674E+01  0.33712E+02  0.34744E+03
    39  0.17423E+03  0.84653E+00  0.30322E+00  0.24797E+01  0.54953E+01  0.24579E+02  0.36477E+02  0.86510E+03  0.28079E+03  0.60425E+01  0.34139E+02  0.34688E+03
    40  0.17629E+03  0.85658E+00  0.30679E+00  0.25091E+01  0.55630E+01  0.24877E+02  0.36919E+02  0.87628E+03  0.28377E+03  0.61165E+01  0.34560E+02  0.34621E+03
    41  0.17831E+03  0.86647E+00  0.31029E+00  0.25380E+01  0.56296E+01  0.25171E+02  0.37355E+02  0.88730E+03  0.28668E+03  0.61895E+01  0.34975E+02  0.34565E+03
    42  0.18029E+03  0.87619E+00  0.31373E+00  0.25664E+01  0.56951E+01  0.25460E+02  0.37785E+02  0.89818E+03  0.28953E+03  0.62615E+01  0.35385E+02  0.34518E+03
    43  0.18223E+03  0.88575E+00  0.31711E+00  0.25943E+01  0.57596E+01  0.25744E+02  0.38207E+02  0.90891E+03  0.29233E+03  0.63325E+01  0.35790E+02  0.34490E+03
    44  0.18414E+03  0.89514E+00  0.32044E+00  0.26218E+01  0.58230E+01  0.26024E+02  0.38624E+02  0.91949E+03  0.29507E+03  0.64024E+01  0.36189E+02  0.34479E+03
    45  0.18601E+03  0.90437E+00  0.32371E+00  0.26488E+01  0.58853E+01  0.26299E+02  0.39033E+02  0.92992E+03  0.29775E+03  0.64712E+01  0.36582E+02  0.34477E+03
    46  0.18785E+03  0.91344E+00  0.32691E+00  0.26752E+01  0.59465E+01  0.26570E+02  0.39437E+02  0.94019E+03  0.30038E+03  0.65390E+01  0.36970E+02  0.34483E+03
    47  0.18965E+03  0.92234E+00  0.33007E+00  0.27013E+01  0.60067E+01  0.26837E+02  0.39833E+02  0.95032E+03  0.30297E+03  0.66058E+01  0.37352E+02  0.34490E+03
    48  0.19142E+03  0.93110E+00  0.33316E+00  0.27268E+01  0.60659E+01  0.27099E+02  0.40224E+02  0.96028E+03  0.30550E+03  0.66716E+01  0.37728E+02  0.34497E+03
    49  0.19316E+03  0.93969E+00  0.33620E+00  0.27519E+01  0.61240E+01  0.27356E+02  0.40608E+02  0.97010E+03  0.30799E+03  0.67363E+01  0.38099E+02  0.34510E+03
    50  0.19486E+03  0.94814E+00  0.33919E+00  0.27765E+01  0.61810E+01  0.27610E+02  0.40986E+02  0.97976E+03  0.31044E+03  0.68000E+01  0.38465E+02  0.34527E+03
    51  0.19653E+03  0.95644E+00  0.34212E+00  0.28007E+01  0.62371E+01  0.27859E+02  0.41357E+02  0.98926E+03  0.31284E+03  0.68626E+01  0.38824E+02  0.34554E+03
    52  0.19817E+03  0.96460E+00  0.34500E+00  0.28245E+01  0.62921E+01  0.28103E+02  0.41722E+02  0.99862E+03  0.31521E+03  0.69243E+01  0.39179E+02  0.34588E+03
    53  0.19977E+03  0.97261E+00  0.34783E+00  0.28478E+01  0.63462E+01  0.28344E+02  0.42081E+02  0.10078E+04  0.31754E+03  0.69850E+01  0.39527E+02  0.34626E+03
    54  0.20135E+03  0.98048E+00  0.35061E+00  0.28708E+01  0.63992E+01  0.28580E+02  0.42434E+02  0.10169E+04  0.31983E+03  0.70447E+01  0.39870E+02  0.34664E+03
    55  0.20290E+03  0.98821E+00  0.35334E+00  0.28933E+01  0.64513E+01  0.28813E+02  0.42781E+02  0.10258E+04  0.32209E+03  0.71034E+01  0.40208E+02  0.33587E+03
    56  0.20441E+03  0.99582E+00  0.35602E+00  0.29154E+01  0.65025E+01  0.29041E+02  0.43123E+02  0.10345E+04  0.32431E+03  0.71611E+01  0.40540E+02  0.31394E+03
    57  0.20590E+03  0.10033E+01  0.35865E+00  0.29371E+01  0.65527E+01  0.29265E+02  0.43458E+02  0.10431E+04  0.32651E+03  0.72179E+01  0.40867E+02  0.29200E+03
    58  0.20737E+03  0.10106E+01  0.36123E+00  0.29584E+01  0.66020E+01  0.29486E+02  0.43787E+02  0.10516E+04  0.32867E+03  0.72737E+01  0.41189E+02  0.27005E+03
    59  0.20880E+03  0.10178E+01  0.36377E+00  0.29793E+01  0.66504E+01  0.29702E+02  0.44111E+02  0.10599E+04  0.33081E+03  0.73286E+01  0.41505E+02  0.25496E+03
    60  0.21021E+03  0.10249E+01  0.36626E+00  0.29999E+01  0.66979E+01  0.29915E+02  0.44430E+02  0.10681E+04  0.33292E+03  0.73826E+01  0.41816E+02  0.24671E+03
    61  0.21160E+03  0.10319E+01  0.36871E+00  0.30201E+01  0.67446E+01  0.30124E+02  0.44743E+02  0.10761E+04  0.33500E+03  0.74356E+01  0.42122E+02  0.23844E+03
    62  0.21296E+03  0.10388E+01  0.37111E+00  0.30399E+01  0.67904E+01  0.30330E+02  0.45051E+02  0.10840E+04  0.33706E+03  0.74878E+01  0.42423E+02  0.23013E+03
    63  0.21429E+03  0.10455E+01  0.37348E+00  0.30594E+01  0.68354E+01  0.30532E+02  0.45353E+02  0.10918E+04  0.33909E+03  0.75391E+01  0.42719E+02  0.22910E+03
    64  0.21561E+03  0.10522E+01  0.37580E+00  0.30786E+01  0.68796E+01  0.30730E+02  0.45650E+02  0.10994E+04  0.34111E+03  0.75896E+01  0.43010E+02  0.23534E+03
    65  0.21690E+03  0.10587E+01  0.37808E+00  0.30974E+01  0.69230E+01  0.30925E+02  0.45942E+02  0.11069E+04  0.34310E+03  0.76392E+01  0.43296E+02  0.24154E+03
    66  0.21816E+03  0.10651E+01  0.38032E+00  0.31160E+01  0.69657E+01  0.31117E+02  0.46229E+02  0.11142E+04  0.34507E+03  0.76879E+01  0.43578E+02  0.24770E+03
