NDF v9.6h 11Sep15 rev 12Mar16 run 03/05/2026 14:37:07 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671124.spc                                                                    
str 671124s.str                                                                   
file 671124R1.odf                                                                  
geo 671124g.geo                                                                   
elements 15
 Si    S     Cl    K     Ca    Ti    Mn    Fe    Co    Ni    Cu    16O   Sr    C     Zn   
 channel elements... background
     1  0.42364E+01  0.16705E+00  0.15227E+00  0.95850E+00  0.88325E+02  0.40496E+00  0.73851E+00  0.57536E+01  0.15050E-01  0.94054E-01  0.22025E+02  0.14702E+03  0.20754E+00  0.59205E+02  0.23109E-01  0.00000E+00
     2  0.44061E+01  0.17382E+00  0.15833E+00  0.99679E+00  0.91732E+02  0.42008E+00  0.76613E+00  0.59655E+01  0.15608E-01  0.97646E-01  0.22833E+02  0.15424E+03  0.21514E+00  0.62285E+02  0.23950E-01 -0.44792E+00
     3  0.45766E+01  0.18065E+00  0.16442E+00  0.10354E+01  0.95162E+02  0.43528E+00  0.79394E+00  0.61787E+01  0.16169E-01  0.10127E+00  0.23646E+02  0.16152E+03  0.22279E+00  0.65378E+02  0.24796E-01  0.00000E+00
     4  0.47476E+01  0.18750E+00  0.17054E+00  0.10742E+01  0.98607E+02  0.45055E+00  0.82189E+00  0.63928E+01  0.16733E-01  0.10491E+00  0.24462E+02  0.16885E+03  0.23049E+00  0.68472E+02  0.25645E-01  0.00000E+00
     5  0.49188E+01  0.19439E+00  0.17669E+00  0.11132E+01  0.10206E+03  0.46586E+00  0.84994E+00  0.66076E+01  0.17299E-01  0.10857E+00  0.25282E+02  0.17619E+03  0.23823E+00  0.71559E+02  0.26498E-01 -0.44792E+00
     6  0.50899E+01  0.20128E+00  0.18285E+00  0.11524E+01  0.10552E+03  0.48120E+00  0.87806E+00  0.68227E+01  0.17866E-01  0.11225E+00  0.26104E+02  0.18354E+03  0.24599E+00  0.74629E+02  0.27352E-01 -0.44792E+00
     7  0.52606E+01  0.20818E+00  0.18902E+00  0.11915E+01  0.10898E+03  0.49652E+00  0.90620E+00  0.70379E+01  0.18434E-01  0.11593E+00  0.26926E+02  0.19088E+03  0.25377E+00  0.77672E+02  0.28207E-01 -0.45728E+00
     8  0.54306E+01  0.21507E+00  0.19518E+00  0.12307E+01  0.11244E+03  0.51183E+00  0.93433E+00  0.72529E+01  0.19002E-01  0.11962E+00  0.27747E+02  0.19819E+03  0.26156E+00  0.80680E+02  0.29060E-01 -0.47599E+00
     9  0.55996E+01  0.22193E+00  0.20132E+00  0.12699E+01  0.11588E+03  0.52709E+00  0.96240E+00  0.74673E+01  0.19568E-01  0.12331E+00  0.28568E+02  0.20545E+03  0.26934E+00  0.83644E+02  0.29913E-01 -0.49470E+00
    10  0.57673E+01  0.22877E+00  0.20744E+00  0.13089E+01  0.11932E+03  0.54228E+00  0.99039E+00  0.76810E+01  0.20133E-01  0.12699E+00  0.29385E+02  0.21265E+03  0.27711E+00  0.86557E+02  0.30762E-01 -0.51341E+00
