NDF v9.6h 11Sep15 rev 12Mar16 run 03/05/2026 15:34:26 Filename: 67010107.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671126.spc                                                                    
str 671126s.str                                                                   
file 671126R1.odf                                                                  
geo 671126g.geo                                                                   
element Mn   
 depth(at/cm2) element>0 element depth(nm)
-0.110767E+05  0.277528E-01  0.277528E-01 -0.974715E+03
-0.106233E+05  0.663337E-01  0.663337E-01 -0.934824E+03
-0.101700E+05  0.127978E+00  0.127978E+00 -0.894934E+03
-0.971671E+04  0.908746E-01  0.908746E-01 -0.855043E+03
-0.926342E+04 -0.245530E-01  0.000000E+00 -0.815154E+03
-0.881010E+04  0.946725E-01  0.946725E-01 -0.775264E+03
-0.835679E+04 -0.366670E-01  0.000000E+00 -0.735374E+03
-0.790347E+04  0.942224E-01  0.942224E-01 -0.695483E+03
-0.745016E+04  0.537724E-01  0.537724E-01 -0.655593E+03
-0.699684E+04  0.102877E+00  0.102877E+00 -0.615702E+03
-0.654353E+04  0.240578E+00  0.240578E+00 -0.575812E+03
-0.609021E+04  0.105647E+00  0.105647E+00 -0.535921E+03
-0.563690E+04  0.206544E+00  0.206544E+00 -0.496031E+03
-0.518358E+04  0.120949E+00  0.120949E+00 -0.456141E+03
-0.473027E+04  0.340658E+00  0.340658E+00 -0.416250E+03
-0.427697E+04  0.251401E+00  0.251401E+00 -0.376361E+03
-0.382365E+04  0.501635E+00  0.501635E+00 -0.336471E+03
-0.337034E+04  0.765084E+00  0.765084E+00 -0.296580E+03
-0.291702E+04  0.686452E+00  0.686452E+00 -0.256690E+03
-0.246371E+04  0.119436E+01  0.119436E+01 -0.216799E+03
-0.201039E+04  0.150460E+01  0.150460E+01 -0.176909E+03
-0.155708E+04  0.205413E+01  0.205413E+01 -0.137019E+03
-0.110376E+04  0.255259E+01  0.255259E+01 -0.971281E+02
-0.650449E+03  0.263074E+01  0.263074E+01 -0.572377E+02
-0.197134E+03  0.282900E+01  0.282900E+01 -0.173473E+02
 0.256165E+03  0.387126E+01  0.387126E+01  0.696308E+02
 0.579943E+03  0.502017E+01  0.502017E+01  0.131757E+03
