0,7,5,5,11,7,5,7,4,12,5,8,11,6,12,12,11,8,10,8,2,18,7,9,11,7,9,9,5,8,5,9,6,8,5,2,8,3,12,9,6,4,7,8,6,7,3,12,4,5,4,6,4,5,7,12,6,4,7,12,5,8,6,5,11,5,6,8,8,14,12,9,9,6,6,2,5,9,7,9,4,6,5,10,7,9,5,7,9,10,7,9,6,7,11,7,7,8,7,11,7,6,1,10,14,4,11,8,6,9,12,7,10,14,7,5,12,8,7,12,11,8,8,17,13,12,8,9,12,12,9,11,17,14,12,17,16,10,13,9,11,8,14,13,7,10,9,16,17,9,18,7,11,14,12,15,14,13,12,12,11,13,16,15,10,13,10,9,17,6,12,12,10,12,13,12,20,12,14,8,15,10,12,8,6,10,12,14,11,11,10,13,12,15,8,8,12,14,17,12,14,13,20,17,10,6,16,11,14,11,12,10,10,11,8,7,11,12,8,11,11,17,15,10,16,12,9,16,9,19,8,8,13,18,16,8,13,7,9,6,13,18,12,11,12,10,9,12,7,4,12,12,8,8,5,6
5,4,6,9,5,6,3,9,10,7,10,2,6,8,5,7,8,4,7,9,8,5,9,10,10,8,13,12,8,10,11,4,6,6,7,3,11,3,4,1,0,6,7,7,4,5,8,6,6,7,5,8,5,9,6,6,5,6,7,2,6,5,3,11,4,5,10,4,5,7,5,11,10,8,1,8,8,6,13,10,13,4,11,5,10,7,10,8,7,9,6,9,5,2,9,8,6,6,9,12,6,9,10,7,7,7,11,8,5,14,7,7,7,14,12,14,8,6,8,9,7,14,17,12,16,12,18,9,6,16,12,21,9,20,11,9,8,16,7,9,9,11,10,11,10,11,12,9,11,10,13,15,11,12,15,13,11,10,18,14,9,18,9,10,8,10,10,9,14,9,9,14,10,8,12,7,15,17,13,17,11,13,11,15,12,13,13,11,10,12,14,15,15,5,11,9,18,12,13,11,14,16,17,12,16,16,12,10,15,8,6,7,12,12,12,7,14,8,14,12,10,7,13,8,15,14,9,9,11,11,7,6,7,11,10,5,14,7,11,8,8,8,5,14,18,8,7,16,9,5,10,10,9,11,8,6
4,7,4,2,5,11,4,4,4,3,7,6,6,8,8,6,10,9,5,7,9,5,8,11,11,9,4,8,3,3,7,6,8,9,9,6,7,6,6,1,4,4,6,8,10,4,6,8,7,10,9,13,9,12,6,7,3,13,8,6,7,5,8,8,8,10,8,5,6,11,10,8,9,4,7,6,7,7,9,8,8,3,11,6,4,5,5,4,4,7,3,8,5,7,5,10,8,3,7,10,8,7,6,11,5,7,6,8,8,12,7,5,7,7,13,13,10,8,8,14,13,12,10,10,16,7,9,13,14,7,13,14,17,11,12,19,18,10,5,7,12,9,14,14,10,10,9,5,12,19,11,21,14,18,16,17,14,20,16,15,11,13,9,11,13,14,10,8,7,12,18,9,14,12,7,9,12,11,11,13,15,20,12,9,9,15,20,20,19,19,11,17,20,7,9,12,14,12,14,6,19,11,18,11,15,13,16,14,10,14,13,26,14,11,12,9,10,13,13,10,18,15,14,8,17,4,7,8,13,9,13,6,5,14,12,10,15,10,6,10,11,8,3,8,11,13,8,9,10,4,6,15,5,11,7,8
5,7,9,5,6,9,4,5,6,2,11,3,5,3,9,8,10,6,4,5,6,9,6,11,9,11,9,8,6,3,5,9,10,6,8,12,8,8,2,4,4,6,12,4,12,2,3,5,10,6,8,4,5,8,4,3,4,4,11,7,6,6,4,4,7,13,10,5,4,8,3,3,9,7,10,4,6,11,7,9,9,14,9,4,3,4,9,11,5,9,5,8,8,5,5,13,6,6,8,7,10,9,6,6,6,10,14,9,11,7,11,9,5,6,12,7,10,11,15,11,16,11,9,6,12,10,14,7,12,17,9,12,16,18,18,17,14,18,8,17,10,11,18,9,9,13,9,20,25,18,7,16,9,10,14,14,16,13,12,19,18,12,12,11,15,13,13,12,17,15,8,13,7,10,15,11,13,13,19,14,12,8,10,9,18,12,12,16,9,17,9,13,8,13,13,17,14,12,11,14,24,23,14,13,11,9,12,14,12,13,10,10,13,12,10,8,10,14,10,12,13,13,15,12,15,13,13,14,11,7,18,10,9,12,5,11,6,8,13,12,13,14,10,10,5,8,11,8,8,12,5,9,9,3,9,7
2,6,6,5,3,8,7,4,8,5,1,3,7,4,7,6,4,11,8,5,8,10,10,12,15,10,9,5,11,7,3,3,4,9,11,5,3,3,3,4,9,10,11,6,6,9,9,7,8,11,9,13,7,7,9,10,3,6,8,13,5,18,9,12,8,13,5,10,3,6,6,8,13,5,12,15,7,6,8,9,6,8,9,9,8,6,5,8,8,2,6,3,11,6,10,7,8,7,5,8,7,4,6,8,10,8,13,11,12,13,6,9,10,10,6,11,12,7,15,10,10,10,6,13,8,12,17,10,8,19,8,13,13,16,14,19,19,14,9,8,10,10,10,15,7,12,6,17,8,18,11,12,19,13,16,15,15,13,12,11,9,16,16,11,18,13,12,10,19,17,14,8,5,15,12,9,18,16,11,20,17,14,15,18,14,15,10,10,13,11,11,12,12,13,14,10,12,11,15,16,13,11,14,19,9,16,9,8,12,8,9,8,13,13,10,12,10,10,8,12,14,20,12,10,16,10,12,4,12,7,11,5,11,11,12,10,9,7,11,12,6,11,5,11,13,12,21,3,7,14,7,19,9,7,12,4
5,7,1,3,3,5,5,5,6,4,7,5,2,7,4,5,7,15,7,4,8,11,11,6,9,7,8,9,7,9,10,4,8,6,9,9,7,5,5,9,8,7,13,5,10,6,4,9,9,8,7,10,2,5,6,4,9,7,9,4,15,7,7,8,18,13,6,7,9,10,7,3,11,11,8,14,8,6,10,0,9,7,8,6,4,8,8,5,9,11,6,6,9,10,8,8,12,7,10,5,8,5,7,5,11,9,11,8,8,9,9,10,8,9,10,7,12,10,8,10,5,10,11,9,10,8,13,16,9,9,7,16,16,12,14,15,11,11,8,11,17,18,12,12,9,7,11,8,12,13,15,13,12,11,11,11,12,13,18,14,14,17,18,18,15,12,20,13,11,12,11,18,11,17,9,12,10,16,28,17,13,7,7,12,13,14,16,20,16,12,12,14,13,8,18,14,11,18,13,11,11,18,20,15,15,15,7,10,6,15,11,22,11,20,10,7,19,13,15,12,13,14,8,11,8,18,12,5,10,9,9,15,10,8,10,9,16,14,11,14,10,11,10,10,6,9,12,5,7,12,9,9,17,13,7,8
7,5,6,7,5,4,3,5,8,5,5,4,5,9,15,1,6,6,15,11,11,3,8,6,17,15,9,12,9,11,4,9,8,7,7,8,5,3,2,6,5,11,6,10,5,7,7,4,13,7,15,8,9,10,7,3,10,6,13,8,9,14,8,10,7,9,5,5,8,7,9,11,12,6,12,11,6,4,3,4,9,10,7,12,7,6,5,4,5,10,5,4,3,12,12,11,10,5,11,6,9,5,9,10,10,8,10,12,10,6,5,14,6,6,11,10,13,8,5,6,9,8,6,4,8,7,11,4,8,6,9,10,13,9,13,14,8,12,12,10,12,14,14,14,10,9,7,11,19,20,17,16,16,19,10,15,9,13,13,13,13,13,17,17,11,11,4,12,14,21,10,14,10,14,18,10,18,16,20,19,16,10,8,4,13,8,9,14,18,21,10,7,6,13,18,12,8,15,16,6,15,15,15,19,11,19,15,11,14,7,12,16,13,14,8,11,18,12,11,11,7,15,15,8,12,13,10,10,6,12,5,9,11,15,16,7,6,13,17,10,15,13,12,14,15,14,13,8,7,4,12,18,10,13,11,12
7,17,5,5,5,6,14,6,6,5,8,9,11,8,9,9,3,5,6,11,3,6,10,7,9,15,10,9,9,4,7,16,7,7,7,7,7,5,6,9,9,13,16,16,3,7,8,13,12,9,7,9,13,10,4,8,8,2,14,12,8,6,8,7,13,11,5,8,9,2,8,8,8,12,12,9,9,3,8,5,8,9,10,8,8,13,12,7,7,5,14,5,11,4,5,7,4,7,5,9,7,10,4,5,4,9,9,7,7,6,9,8,7,10,7,5,10,6,12,5,13,5,8,9,15,11,8,8,12,15,14,14,17,9,11,11,18,12,18,8,20,10,14,20,16,11,10,9,13,10,12,5,7,15,7,9,21,7,12,9,16,12,22,17,13,17,14,5,12,15,13,14,17,12,14,19,19,11,18,12,7,12,14,13,6,9,7,7,11,15,6,16,7,11,20,15,16,19,14,14,15,9,13,17,14,11,16,24,7,15,11,17,16,16,10,19,10,15,16,17,9,13,13,15,11,13,7,9,11,15,6,13,11,7,13,13,13,14,9,13,8,11,9,11,7,5,4,13,7,9,12,12,8,13,7,8
8,9,9,5,6,6,2,7,6,9,6,15,5,5,6,7,3,5,7,10,10,11,13,12,8,8,13,13,9,8,12,6,13,10,8,6,5,7,6,9,5,16,12,16,5,6,9,6,16,12,6,10,8,5,6,5,2,7,6,9,7,9,8,4,8,3,1,6,7,10,2,8,12,3,7,11,7,7,8,9,6,5,9,16,10,9,9,7,6,9,9,12,17,12,7,4,11,12,15,9,9,4,13,5,8,7,11,9,13,9,4,6,13,8,9,9,12,9,8,14,6,8,12,7,10,6,18,8,10,8,13,8,13,8,9,8,16,12,15,14,9,10,15,8,9,11,7,10,17,13,14,12,13,15,9,15,15,11,12,17,8,11,15,15,16,12,11,10,12,10,10,9,16,26,12,15,10,9,10,13,13,10,6,17,15,16,17,10,6,17,10,12,18,16,12,13,10,9,9,18,12,16,20,11,19,17,10,10,8,17,9,10,13,8,11,11,14,13,15,11,15,15,14,11,10,13,13,7,7,7,9,10,8,17,13,10,11,11,13,5,8,10,8,12,14,19,11,10,9,13,8,11,19,10,9,4
6,5,2,6,6,5,1,3,6,2,3,6,6,3,13,3,8,8,2,6,4,13,7,10,11,7,18,5,10,11,6,7,10,5,4,1,6,9,7,5,13,12,10,13,7,9,5,12,5,8,9,10,10,6,3,8,4,12,7,8,7,8,7,8,9,5,2,7,12,8,9,7,6,9,6,5,10,9,6,6,9,13,6,8,10,5,6,8,3,10,10,12,7,12,6,4,7,11,13,13,4,11,6,6,8,8,5,8,8,9,10,14,9,11,2,10,7,11,11,6,9,5,11,9,11,8,10,3,5,8,11,13,12,7,10,10,19,8,8,15,20,13,12,16,9,11,14,12,14,10,15,14,16,12,10,12,12,14,20,11,22,18,22,11,13,8,5,10,12,6,10,14,17,9,13,15,13,12,15,18,17,15,17,7,10,13,15,12,22,11,15,9,13,14,12,11,18,13,12,14,13,11,13,16,15,10,14,16,10,5,8,17,16,16,16,16,10,4,20,13,19,13,9,9,12,16,7,7,8,14,12,12,12,8,10,10,12,17,9,12,7,14,17,10,5,15,10,9,9,12,11,10,6,14,6,6
