           0
 F
           0
 F
           4
  2.5000000E-07
  0.0000000E+00
   1.900000    
  0.2000000    
   1.200000    
           2
   1000.000    
  0.0000000E+00
 F
  0.0000000E+00
   221.0000    
        1024
  0.0000000E+00   1.457818       19.29945    
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2210000E+03  0.2210000E+03
 -0.9815295E+00  0.0000000E+00 -0.9815295E+00  0.1059815E+03  0.1059815E+03
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1470000E+03  0.1470000E+03
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8400000E+02  0.8400000E+02
 -0.9815294E+00  0.0000000E+00 -0.9815294E+00  0.1069815E+03  0.1069815E+03
 -0.9815294E+00  0.0000000E+00 -0.9815294E+00  0.5698153E+02  0.5698153E+02
 -0.1002741E+01  0.0000000E+00 -0.1012524E+01  0.6900274E+02  0.6900274E+02
 -0.1045164E+01  0.0000000E+00 -0.1074513E+01  0.3804517E+02  0.3804517E+02
 -0.1087588E+01  0.7826244E-01 -0.1136502E+01  0.9608759E+02  0.9608759E+02
 -0.1130011E+01  0.7826244E-01 -0.1198491E+01  0.9913001E+02  0.9913001E+02
 -0.1061365E+01  0.9216437E-01 -0.1153530E+01  0.7506136E+02  0.7506136E+02
 -0.8816512E+00  0.1199682E+00 -0.1001619E+01  0.6588165E+02  0.6588165E+02
 -0.7019368E+00  0.1477721E+00 -0.8497089E+00  0.5370194E+02  0.5370194E+02
 -0.5222225E+00  0.1755759E+00 -0.6977984E+00  0.4652222E+02  0.4652222E+02
 -0.5012296E+00  0.1943311E+00 -0.6955608E+00  0.4350123E+02  0.4350123E+02
 -0.6389583E+00  0.2040377E+00 -0.8429959E+00  0.2563896E+02  0.2563896E+02
 -0.7766869E+00  0.2137442E+00 -0.9904311E+00  0.1207767E+03  0.1207767E+03
 -0.9144155E+00  0.2234508E+00 -0.1137866E+01  0.5491442E+02  0.5491442E+02
 -0.9068426E+00  0.2358408E+00 -0.1142683E+01  0.9590685E+02  0.9590685E+02
 -0.7539682E+00  0.2509144E+00 -0.1004883E+01  0.5575397E+02  0.5575397E+02
 -0.6010939E+00  0.2659879E+00 -0.8670818E+00  0.7760110E+02  0.7760110E+02
 -0.4482195E+00  0.2810615E+00 -0.7292809E+00  0.3444822E+02  0.3444822E+02
 -0.3877738E+00  0.2911791E+00 -0.6789529E+00  0.3838778E+02  0.3838778E+02
 -0.4197568E+00  0.2963409E+00 -0.7160977E+00  0.2741976E+02  0.2741976E+02
 -0.4517398E+00  0.3015027E+00 -0.7532426E+00  0.7345174E+02  0.7345174E+02
 -0.4837229E+00  0.3066645E+00 -0.7903873E+00  0.5348372E+02  0.5348372E+02
 -0.4612210E+00  0.3111988E+00 -0.7724199E+00  0.4946122E+02  0.4946122E+02
 -0.3842343E+00  0.3151058E+00 -0.6993401E+00  0.4038424E+02  0.4038424E+02
 -0.3072475E+00  0.3190128E+00 -0.6262603E+00  0.5330725E+02  0.5330725E+02
 -0.2302608E+00  0.3229198E+00 -0.5531806E+00  0.2823026E+02  0.2823026E+02
 -0.3124339E+00  0.3243083E+00 -0.6367422E+00  0.2831243E+02  0.2831243E+02
 -0.5537668E+00  0.3231784E+00 -0.8769453E+00  0.2855377E+02  0.2855377E+02
 -0.7950999E+00  0.3220484E+00 -0.1117148E+01  0.1707951E+03  0.1707951E+03
 -0.1036433E+01  0.3209185E+00 -0.1357351E+01  0.7503643E+02  0.7503643E+02
 -0.1057518E+01  0.3302659E+00 -0.1387784E+01  0.8705752E+02  0.8705752E+02
 -0.8583553E+00  0.3500909E+00 -0.1208446E+01  0.6185836E+02  0.6185836E+02
 -0.6591927E+00  0.3699158E+00 -0.1029108E+01  0.7865919E+02  0.7865919E+02
 -0.4600301E+00  0.3897407E+00 -0.8497708E+00  0.4746003E+02  0.4746003E+02
 -0.3934364E+00  0.4021376E+00 -0.7955740E+00  0.3939344E+02  0.3939344E+02
 -0.4594116E+00  0.4071065E+00 -0.8665181E+00  0.3345941E+02  0.3345941E+02
 -0.5253868E+00  0.4120753E+00 -0.9374622E+00  0.7552538E+02  0.7552538E+02
 -0.5913620E+00  0.4170442E+00 -0.1008406E+01  0.6559136E+02  0.6559136E+02
 -0.5600252E+00  0.4222689E+00 -0.9822941E+00  0.6856003E+02  0.6856003E+02
 -0.4313764E+00  0.4277494E+00 -0.8591258E+00  0.5743138E+02  0.5743138E+02
 -0.3027276E+00  0.4332299E+00 -0.7359574E+00  0.4230273E+02  0.4230273E+02
 -0.1740787E+00  0.4387104E+00 -0.6127891E+00  0.3117408E+02  0.3117408E+02
 -0.1771796E+00  0.4394172E+00 -0.6165968E+00  0.3717718E+02  0.3717718E+02
 -0.3120300E+00  0.4353503E+00 -0.7473804E+00  0.3031203E+02  0.3031203E+02
 -0.4468805E+00  0.4312835E+00 -0.8781640E+00  0.9544688E+02  0.9544688E+02
 -0.5817310E+00  0.4272166E+00 -0.1008948E+01  0.5058173E+02  0.5058173E+02
 -0.5770176E+00  0.4289180E+00 -0.1005936E+01  0.8457702E+02  0.8457702E+02
 -0.4327404E+00  0.4363877E+00 -0.8691282E+00  0.4443274E+02  0.4443274E+02
 -0.2884632E+00  0.4438574E+00 -0.7323206E+00  0.4428846E+02  0.4428846E+02
 -0.1441861E+00  0.4513271E+00 -0.5955131E+00  0.3014419E+02  0.3014419E+02
 -0.7170697E+01  0.4532672E+00 -0.7623964E+01  0.3517070E+02  0.3517070E+02
 -0.2136800E+02  0.4496778E+00 -0.2181767E+02  0.5336800E+02  0.5336800E+02
 -0.3556529E+02  0.4460884E+00 -0.3601138E+02  0.1205653E+03  0.1205653E+03
 -0.4976260E+02  0.4424990E+00 -0.5020509E+02  0.1838763E+04  0.1838763E+04
 -0.6139855E+02  0.1113818E+01 -0.6251237E+02  0.6484398E+04  0.6484398E+04
 -0.7047315E+02  0.2460046E+01 -0.7293320E+02  0.6326473E+04  0.6326473E+04
 -0.7954776E+02  0.3806273E+01 -0.8335403E+02  0.6409548E+04  0.6409548E+04
 -0.8862237E+02  0.5152501E+01 -0.9377487E+02  0.6328623E+04  0.6328623E+04
 -0.9209512E+02  0.6933517E+01 -0.9902863E+02  0.6179095E+04  0.6179095E+04
 -0.8996599E+02  0.9149322E+01 -0.9911531E+02  0.6249966E+04  0.6249966E+04
 -0.8783687E+02  0.1136513E+02 -0.9920200E+02  0.6096837E+04  0.6096837E+04
 -0.8570774E+02  0.1358093E+02 -0.9928867E+02  0.6173708E+04  0.6173708E+04
 -0.8376126E+02  0.1555331E+02 -0.9931457E+02  0.6328761E+04  0.6328761E+04
 -0.8199742E+02  0.1728226E+02 -0.9927969E+02  0.6337998E+04  0.6337998E+04
 -0.8023358E+02  0.1901121E+02 -0.9924479E+02  0.7232233E+04  0.7232233E+04
 -0.7846974E+02  0.2074016E+02 -0.9920991E+02  0.6699470E+04  0.6699470E+04
 -0.7703516E+02  0.2223815E+02 -0.9927331E+02  0.5648035E+04  0.5648035E+04
 -0.7592985E+02  0.2350517E+02 -0.9943501E+02  0.5324930E+04  0.5324930E+04
 -0.7482452E+02  0.2477219E+02 -0.9959672E+02  0.5476825E+04  0.5476825E+04
 -0.7371921E+02  0.2603921E+02 -0.9975842E+02  0.6099719E+04  0.6099719E+04
 -0.7318605E+02  0.2719094E+02 -0.1003770E+03  0.6561186E+04  0.6561186E+04
 -0.7322505E+02  0.2822737E+02 -0.1014524E+03  0.6938225E+04  0.6938225E+04
 -0.7326405E+02  0.2926381E+02 -0.1025279E+03  0.7132264E+04  0.7132264E+04
 -0.7330305E+02  0.3030024E+02 -0.1036033E+03  0.6742303E+04  0.6742303E+04
 -0.7159341E+02  0.3131076E+02 -0.1029042E+03  0.6304593E+04  0.6304593E+04
 -0.6813511E+02  0.3229538E+02 -0.1004305E+03  0.5982135E+04  0.5982135E+04
 -0.6467682E+02  0.3327999E+02 -0.9795681E+02  0.5731677E+04  0.5731677E+04
 -0.6121852E+02  0.3426461E+02 -0.9548313E+02  0.5785219E+04  0.5785219E+04
 -0.6038595E+02  0.3505812E+02 -0.9544407E+02  0.6043386E+04  0.6043386E+04
 -0.6217910E+02  0.3566053E+02 -0.9783963E+02  0.6085179E+04  0.6085179E+04
 -0.6397226E+02  0.3626293E+02 -0.1002352E+03  0.6467972E+04  0.6467972E+04
 -0.6576540E+02  0.3686534E+02 -0.1026307E+03  0.6461766E+04  0.6461766E+04
 -0.6589842E+02  0.3753716E+02 -0.1034356E+03  0.6405898E+04  0.6405898E+04
 -0.6437132E+02  0.3827842E+02 -0.1026497E+03  0.6440371E+04  0.6440371E+04
 -0.6284421E+02  0.3901966E+02 -0.1018639E+03  0.6406844E+04  0.6406844E+04
 -0.6131710E+02  0.3976092E+02 -0.1010780E+03  0.6204317E+04  0.6204317E+04
 -0.6033412E+02  0.4042930E+02 -0.1007634E+03  0.6219334E+04  0.6219334E+04
 -0.5989527E+02  0.4102482E+02 -0.1009201E+03  0.5975896E+04  0.5975896E+04
 -0.5945642E+02  0.4162034E+02 -0.1010768E+03  0.6162457E+04  0.6162457E+04
 -0.5901757E+02  0.4221586E+02 -0.1012334E+03  0.6133018E+04  0.6133018E+04
 -0.5880677E+02  0.4278662E+02 -0.1015934E+03  0.6406807E+04  0.6406807E+04
 -0.5882402E+02  0.4333263E+02 -0.1021567E+03  0.6281824E+04  0.6281824E+04
 -0.5884127E+02  0.4387864E+02 -0.1027199E+03  0.6490841E+04  0.6490841E+04
 -0.5885853E+02  0.4442465E+02 -0.1032832E+03  0.6291858E+04  0.6291858E+04
 -0.5831704E+02  0.4498445E+02 -0.1033015E+03  0.6327317E+04  0.6327317E+04
 -0.5721682E+02  0.4555804E+02 -0.1027749E+03  0.6453217E+04  0.6453217E+04
 -0.5611661E+02  0.4613163E+02 -0.1022482E+03  0.6326117E+04  0.6326117E+04
 -0.5501639E+02  0.4670522E+02 -0.1017216E+03  0.6227017E+04  0.6227017E+04
 -0.5442220E+02  0.4722992E+02 -0.1016521E+03  0.6243422E+04  0.6243422E+04
 -0.5433405E+02  0.4770573E+02 -0.1020398E+03  0.6267334E+04  0.6267334E+04
 -0.5424589E+02  0.4818155E+02 -0.1024274E+03  0.6279246E+04  0.6279246E+04
 -0.5415774E+02  0.4865736E+02 -0.1028151E+03  0.6234158E+04  0.6234158E+04
 -0.5399192E+02  0.4913511E+02 -0.1031270E+03  0.6472992E+04  0.6472992E+04
 -0.5374842E+02  0.4961479E+02 -0.1033632E+03  0.6437749E+04  0.6437749E+04
 -0.5350493E+02  0.5009447E+02 -0.1035994E+03  0.6283505E+04  0.6283505E+04
 -0.5326144E+02  0.5057415E+02 -0.1038356E+03  0.6231261E+04  0.6231261E+04
 -0.5327012E+02  0.5103416E+02 -0.1043043E+03  0.6190270E+04  0.6190270E+04
 -0.5353098E+02  0.5147450E+02 -0.1050055E+03  0.6593531E+04  0.6593531E+04
