NDF v9.6h 11Sep15 rev 12Mar16 run 02/05/2026 20:23:36 Filename: 671x0101.dat Nuno Barradas (Laboratório de Feixes de Iões), Campus Tecnológico e Nuclear, Instituto Superior Técnico
batch 671119.spc                                                                    
str 671119s.str                                                                   
file 671119R1.odf                                                                  
geo 671119g.geo                                                                   
elements 18
 Si    S     Cl    K     Ca    Ti    Mn    Fe    Co    Ni    Cu    16O   As    Br    Sr    Y     Mo    Ba   
 channel elements... background
     1  0.15566E+03  0.12893E+01  0.13047E+02  0.40634E+02  0.30225E+02  0.64333E+01  0.11152E+03  0.28258E+03  0.45687E+01  0.52001E+01  0.27039E+01  0.48520E+03  0.24260E+00  0.14419E+00  0.30174E+00  0.75752E-01  0.62285E-01  0.17033E+01  0.12335E+03
     2  0.16170E+03  0.13393E+01  0.13543E+02  0.42168E+02  0.31391E+02  0.66739E+01  0.11558E+03  0.29267E+03  0.47309E+01  0.53907E+01  0.28015E+01  0.50754E+03  0.25154E+00  0.14942E+00  0.31223E+00  0.78444E-01  0.64462E-01  0.17615E+01  0.13249E+03
     3  0.16778E+03  0.13897E+01  0.14042E+02  0.43714E+02  0.32566E+02  0.69166E+01  0.11968E+03  0.30284E+03  0.48943E+01  0.55830E+01  0.29000E+01  0.53007E+03  0.26056E+00  0.15471E+00  0.32281E+00  0.81160E-01  0.66657E-01  0.18202E+01  0.14394E+03
     4  0.17389E+03  0.14405E+01  0.14545E+02  0.45270E+02  0.33751E+02  0.71612E+01  0.12381E+03  0.31306E+03  0.50587E+01  0.57768E+01  0.29991E+01  0.55274E+03  0.26967E+00  0.16003E+00  0.33345E+00  0.83897E-01  0.68867E-01  0.18793E+01  0.15400E+03
     5  0.18002E+03  0.14915E+01  0.15050E+02  0.46835E+02  0.34944E+02  0.74072E+01  0.12796E+03  0.32334E+03  0.52238E+01  0.59718E+01  0.30988E+01  0.57549E+03  0.27884E+00  0.16540E+00  0.34416E+00  0.86652E-01  0.71091E-01  0.19387E+01  0.16255E+03
     6  0.18615E+03  0.15426E+01  0.15558E+02  0.48406E+02  0.36142E+02  0.76545E+01  0.13214E+03  0.33365E+03  0.53896E+01  0.61679E+01  0.31990E+01  0.59828E+03  0.28808E+00  0.17079E+00  0.35491E+00  0.89421E-01  0.73326E-01  0.19984E+01  0.17186E+03
     7  0.19229E+03  0.15939E+01  0.16066E+02  0.49981E+02  0.37345E+02  0.79026E+01  0.13632E+03  0.34399E+03  0.55558E+01  0.63646E+01  0.32996E+01  0.62106E+03  0.29735E+00  0.17621E+00  0.36570E+00  0.92201E-01  0.75569E-01  0.20584E+01  0.18062E+03
     8  0.19842E+03  0.16452E+01  0.16575E+02  0.51557E+02  0.38551E+02  0.81513E+01  0.14051E+03  0.35435E+03  0.57222E+01  0.65619E+01  0.34004E+01  0.64380E+03  0.30667E+00  0.18165E+00  0.37651E+00  0.94990E-01  0.77819E-01  0.21185E+01  0.18873E+03
     9  0.20454E+03  0.16965E+01  0.17084E+02  0.53134E+02  0.39758E+02  0.84003E+01  0.14471E+03  0.36470E+03  0.58887E+01  0.67595E+01  0.35014E+01  0.66643E+03  0.31601E+00  0.18711E+00  0.38733E+00  0.97785E-01  0.80072E-01  0.21787E+01  0.19615E+03
    10  0.21063E+03  0.17476E+01  0.17592E+02  0.54709E+02  0.40965E+02  0.86493E+01  0.14891E+03  0.37505E+03  0.60549E+01  0.69571E+01  0.36024E+01  0.68892E+03  0.32537E+00  0.19257E+00  0.39815E+00  0.10058E+00  0.82327E-01  0.22389E+01  0.20282E+03
    11  0.21668E+03  0.17986E+01  0.18098E+02  0.56280E+02  0.42170E+02  0.88979E+01  0.15310E+03  0.38537E+03  0.62209E+01  0.71546E+01  0.37033E+01  0.71123E+03  0.33474E+00  0.19803E+00  0.40896E+00  0.10338E+00  0.84580E-01  0.22992E+01  0.20886E+03
    12  0.22269E+03  0.18493E+01  0.18603E+02  0.57846E+02  0.43372E+02  0.91460E+01  0.15728E+03  0.39566E+03  0.63863E+01  0.73517E+01  0.38039E+01  0.73331E+03  0.34410E+00  0.20349E+00  0.41975E+00  0.10617E+00  0.86830E-01  0.23593E+01  0.21425E+03
    13  0.22865E+03  0.18997E+01  0.19105E+02  0.59403E+02  0.44569E+02  0.93931E+01  0.16144E+03  0.40590E+03  0.65510E+01  0.75482E+01  0.39043E+01  0.75514E+03  0.35344E+00  0.20893E+00  0.43051E+00  0.10896E+00  0.89075E-01  0.24193E+01  0.21883E+03
    14  0.23456E+03  0.19498E+01  0.19603E+02  0.60951E+02  0.45760E+02  0.96391E+01  0.16559E+03  0.41609E+03  0.67149E+01  0.77439E+01  0.40043E+01  0.77667E+03  0.36276E+00  0.21437E+00  0.44123E+00  0.11174E+00  0.91312E-01  0.24792E+01  0.22260E+03
    15  0.24039E+03  0.19994E+01  0.20098E+02  0.62488E+02  0.46943E+02  0.98836E+01  0.16971E+03  0.42622E+03  0.68778E+01  0.79386E+01  0.41037E+01  0.79787E+03  0.37204E+00  0.21978E+00  0.45189E+00  0.11450E+00  0.93539E-01  0.25388E+01  0.22533E+03
    16  0.24616E+03  0.20486E+01  0.20589E+02  0.64012E+02  0.48118E+02  0.10126E+02  0.17380E+03  0.43627E+03  0.70394E+01  0.81320E+01  0.42026E+01  0.81873E+03  0.38129E+00  0.22516E+00  0.46249E+00  0.11726E+00  0.95755E-01  0.25980E+01  0.22706E+03
    17  0.25185E+03  0.20972E+01  0.21075E+02  0.65522E+02  0.49282E+02  0.10367E+02  0.17786E+03  0.44624E+03  0.71998E+01  0.83241E+01  0.43007E+01  0.83920E+03  0.39048E+00  0.23051E+00  0.47302E+00  0.11999E+00  0.97957E-01  0.26570E+01  0.22810E+03
    18  0.25746E+03  0.21453E+01  0.21556E+02  0.67017E+02  0.50436E+02  0.10606E+02  0.18189E+03  0.45612E+03  0.73587E+01  0.85147E+01  0.43981E+01  0.85927E+03  0.39961E+00  0.23582E+00  0.48347E+00  0.12271E+00  0.10014E+00  0.27155E+01  0.22852E+03
    19  0.26297E+03  0.21927E+01  0.22031E+02  0.68494E+02  0.51577E+02  0.10843E+02  0.18587E+03  0.46589E+03  0.75160E+01  0.87035E+01  0.44945E+01  0.87892E+03  0.40867E+00  0.24110E+00  0.49383E+00  0.12540E+00  0.10231E+00  0.27736E+01  0.22860E+03
    20  0.26840E+03  0.22395E+01  0.22500E+02  0.69953E+02  0.52704E+02  0.11077E+02  0.18982E+03  0.47556E+03  0.76717E+01  0.88904E+01  0.45901E+01  0.89813E+03  0.41765E+00  0.24633E+00  0.50409E+00  0.12808E+00  0.10446E+00  0.28313E+01  0.22842E+03
    21  0.27372E+03  0.22856E+01  0.22962E+02  0.71393E+02  0.53818E+02  0.11308E+02  0.19372E+03  0.48512E+03  0.78255E+01  0.90753E+01  0.46846E+01  0.91689E+03  0.42655E+00  0.25150E+00  0.51425E+00  0.13072E+00  0.10659E+00  0.28884E+01  0.22781E+03
    22  0.27895E+03  0.23309E+01  0.23418E+02  0.72813E+02  0.54917E+02  0.11536E+02  0.19757E+03  0.49455E+03  0.79774E+01  0.92580E+01  0.47780E+01  0.93519E+03  0.43536E+00  0.25663E+00  0.52430E+00  0.13334E+00  0.10870E+00  0.29449E+01  0.22686E+03
    23  0.28407E+03  0.23755E+01  0.23868E+02  0.74211E+02  0.55999E+02  0.11761E+02  0.20137E+03  0.50386E+03  0.81272E+01  0.94384E+01  0.48703E+01  0.95303E+03  0.44407E+00  0.26170E+00  0.53423E+00  0.13593E+00  0.11078E+00  0.30008E+01  0.22557E+03
    24  0.28908E+03  0.24193E+01  0.24309E+02  0.75587E+02  0.57065E+02  0.11983E+02  0.20512E+03  0.51304E+03  0.82750E+01  0.96165E+01  0.49614E+01  0.97039E+03  0.45267E+00  0.26670E+00  0.54403E+00  0.13849E+00  0.11284E+00  0.30561E+01  0.22399E+03
    25  0.29399E+03  0.24623E+01  0.24744E+02  0.76940E+02  0.58114E+02  0.12202E+02  0.20881E+03  0.52208E+03  0.84206E+01  0.97920E+01  0.50512E+01  0.98727E+03  0.46117E+00  0.27165E+00  0.55371E+00  0.14101E+00  0.11487E+00  0.31108E+01  0.22225E+03
    26  0.29879E+03  0.25045E+01  0.25170E+02  0.78270E+02  0.59145E+02  0.12417E+02  0.21245E+03  0.53098E+03  0.85640E+01  0.99649E+01  0.51397E+01  0.10037E+04  0.46956E+00  0.27652E+00  0.56326E+00  0.14351E+00  0.11687E+00  0.31647E+01  0.22041E+03
    27  0.30347E+03  0.25459E+01  0.25589E+02  0.79575E+02  0.60158E+02  0.12628E+02  0.21602E+03  0.53973E+03  0.87051E+01  0.10135E+02  0.52268E+01  0.10196E+04  0.47783E+00  0.28133E+00  0.57267E+00  0.14597E+00  0.11885E+00  0.32180E+01  0.21857E+03
    28  0.30804E+03  0.25864E+01  0.26000E+02  0.80857E+02  0.61152E+02  0.12836E+02  0.21954E+03  0.54834E+03  0.88439E+01  0.10303E+02  0.53126E+01  0.10351E+04  0.48597E+00  0.28606E+00  0.58194E+00  0.14839E+00  0.12080E+00  0.32705E+01  0.21678E+03
    29  0.31250E+03  0.26260E+01  0.26403E+02  0.82114E+02  0.62128E+02  0.13040E+02  0.22300E+03  0.55680E+03  0.89803E+01  0.10467E+02  0.53970E+01  0.10501E+04  0.49399E+00  0.29073E+00  0.59106E+00  0.15077E+00  0.12272E+00  0.33222E+01  0.21500E+03
    30  0.31684E+03  0.26648E+01  0.26798E+02  0.83345E+02  0.63084E+02  0.13241E+02  0.22639E+03  0.56511E+03  0.91143E+01  0.10629E+02  0.54799E+01  0.10647E+04  0.50188E+00  0.29532E+00  0.60004E+00  0.15312E+00  0.12461E+00  0.33732E+01  0.21326E+03
    31  0.32108E+03  0.27028E+01  0.27185E+02  0.84552E+02  0.64021E+02  0.13438E+02  0.22973E+03  0.57326E+03  0.92458E+01  0.10788E+02  0.55614E+01  0.10788E+04  0.50964E+00  0.29983E+00  0.60887E+00  0.15543E+00  0.12646E+00  0.34233E+01  0.21142E+03
    32  0.32520E+03  0.27399E+01  0.27564E+02  0.85733E+02  0.64938E+02  0.13630E+02  0.23300E+03  0.58126E+03  0.93749E+01  0.10944E+02  0.56414E+01  0.10926E+04  0.51726E+00  0.30426E+00  0.61754E+00  0.15770E+00  0.12829E+00  0.34727E+01  0.20949E+03
